ID	Line	Book	Chapter	Verse	WordNum	Word	NoDiaWord	VarWord	Strong	RMAC	Lemma	VarianceForm	VarianceType	ImpactCode	ErrorCode	VarCode	Description	Preserved	Corrected	Error	Variance	Context	Inflection	Resolved
50	14	Mat 	1	14	3	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
51	14	Mat 	1	14	8	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
52	14	Mat 	1	14	10	ἀχ	αχην											0	0	0	0	0	0	0
53	14	Mat 	1	14	10	ἀχ	αχην	αχειμ	G885	N-PRI	Ἀχείμ	P	V	C	Spelling-X	None	None							
54	14	Mat 	1	14	11	ἀχ	αχην											0	0	0	0	0	0	0
55	14	Mat 	1	14	11	ἀχ	αχην	αχειμ	G885	N-PRI	Ἀχείμ	P	V	C	Spelling-X	None	None							
56	14	Mat 	1	14	13	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
57	15	Mat 	1	15	3	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
58	15	Mat 	1	15	8	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
59	15	Mat 	1	15	13	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
60	16	Mat 	1	16	3	ἐγέννησε	εγεννησεν	εγεννησεν	G1080	V-AAI-3S	γεννάω							0	0	0	0	0	0	1
61	17	Mat 	1	17	4	γενεσαὶ	γενεσαι	γενεαι	G1074	N-NPF	γενεά		V	C	Spelling-X	-V-C-X	None							
62	18	Mat 	1	18	9	μνηήσης	μνηστευθησης											0	0	0	0	0	0	0
63	18	Mat 	1	18	9	μνηήσης	μνηστενθησης	μνηστευθεισης	G3423	V-APP-GSF	μνηστεύω	P	E	C	Spelling-X	None	None							
64	18	Mat 	1	18	12	μηέρο	μητερος											0	0	0	0	0	0	0
65	18	Mat 	1	18	12	μηέρο	μητερος	μητρος	G3384	N-GSF	μήτηρ	P	V	I	Spelling-X	P-V-I-X	None							
66	20	Mat 	1	20	8	κα	κατ᾽											0	0	0	0	0	0	0
67	20	Mat 	1	20	8	κα	κατ᾽	κατ	G2596	PREP	κατά	P	V	CI	Punctuation-P	P-V-CI-P	None							
68	23	Mat 	1	23	17		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
69	23	Mat 	1	23	18	μεθερμό	μεθερμενενο	μεθερμηνευομενον	G3177	V-PPP-NSN	μεθερμηνεύω	C	E	C	Translation-T	C-E-C-T	2 errors:  incorrectly normalized to εν. It is now ευ. Incorrect spacing leaving μεθερμηνευομενον broken.							
70	23	Mat 	1	23	19	ο	μενον	μενον	G3306	V-PAP-ASN	μένω							0	0	0	0	0	0	1
71	23	Mat 	1	23	20	μεϑʼ	μεθ'	μεθ	G3326	PREP	μετά	P	EV	C	Spelling-X	None	None							
72	24	Mat 	1	24	15	έλαϐε	παρελαβεν											0	0	0	0	0	0	0
73	24	Mat 	1	24	15	έλαϐε	παρελαβεν	παρελαβε	G3880	V-2AAI-3S	παραλαμβάνω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
74	25	Mat 	1	25	7	ἔκε	ετεκεν	ετεκεν	G5088	V-2AAI-3S	τίκτω							0	0	0	0	0	0	1
75	25	Mat 	1	25	14	ἐκάλεσε	εκαλεσεν	εκαλεσεν	G2564	V-AAI-3S	καλέω							0	0	0	0	0	0	1
76	27	Mat 	2	2	8	ἰουδω;	ιουδαιων;											0	0	0	0	0	0	0
77	27	Mat 	2	2	8	ἰουδω;	ιουδαιων;	ιουδαιων	G2453	A-GPM	Ἰουδαῖος	PC	V	C	Punctuation-P	PC-V-C-P	None							
78	27	Mat 	2	2	20	ἀυὸ	αυτον	αυτον	G846	P-ASM	αὐτός							0	0	0	0	0	0	1
79	28	Mat 	2	3	10	μεʼ	μετ'											0	0	0	0	0	0	0
80	28	Mat 	2	3	10	μεʼ	μετ'	μετ	G3326	PREP	μετά	PC	V	C	Punctuation-P	PC-V-C-P	None							
81	30	Mat 	2	5	9	ὅυτως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
82	31	Mat 	2	6	15	μοι	μοι	μοι	G3427	P-1DS	ἐγώ							0	0	0	0	0	0	1
83	31	Mat 	2	6	18	ὅ	ος	ος	G3739	R-NSM	ὅς							0	0	0	0	0	0	1
84	31	Mat 	2	6	19		τις	τις	G5101	I-NSM	τίς							0	0	0	0	0	0	1
85	32	Mat 	2	7	7	ἡκρίϐωσε	ηκριβωσεν											0	0	0	0	0	0	0
86	32	Mat 	2	7	7	ἡκρίϐωσε	ηκριβωσεν	ηκριβωσε	G198	V-AAI-3S	ἀκριβόω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
87	32	Mat 	2	7	13	φνα	φαιναμενου											0	0	0	0	0	0	0
88	32	Mat 	2	7	13	φνα	φαιναμενου	φαινομενου	G5316	V-PEP-GSM	φαίνω	PC	V	C	Spelling-X	PC-V-C-X	 spells it φαιναμενου. TR spells it φαινομενου.							
89	33	Mat 	2	8	6	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
90	33	Mat 	2	8	13	ἐϖ͗ἂ	επ'αν											0	0	0	0	0	0	0
91	33	Mat 	2	8	13	ἐϖ͗ἂ	επ'αν	επαν	G1875	CONJ	ἐπάν	PC	V	C	Spelling-X	PC-V-C-X	None							
92	33	Mat 	2	8	21	ςσκήσω	πρσσκυνησω											0	0	0	0	0	0	0
93	33	Mat 	2	8	21	ςσκήσω	πρσσκυνησω	προσκυνησω	G4352	V-AAS-1S	προσκυνέω	PC	EV	C	Spelling-X	PC-EV-C-X	 is clearly errant in that the word is spelled with two sigmas (ςσ) and no omicron (οσ) as a vowel as in TR.							
94	33	Mat 	2	8	22	ἀυ	αυτον	αυτον	G846	P-ASM	αὐτός							0	0	0	0	0	0	1
95	36	Mat 	2	11	17	ἀυὸ	αυτον	αυτον	G846	P-ASM	αὐτός							0	0	0	0	0	0	1
96	37	Mat 	2	12	3	κα	κατ᾽											0	0	0	0	0	0	0
97	37	Mat 	2	12	3	κα	κατ᾽	κατ	G2596	PREP	κατά	P	V	CI	Punctuation-P	P-V-CI-P	None							
98	38	Mat 	2	13	8	καʼ	κατ'											0	0	0	0	0	0	0
99	38	Mat 	2	13	8	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None							
100	39	Mat 	2	14	4	έλαϐε	παρελαβεν											0	0	0	0	0	0	0
101	39	Mat 	2	14	4	έλαϐε	παρελαβεν	παρελαβε	G3880	V-2AAI-3S	παραλαμβάνω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
102	40	Mat 	2	15	17	φροφή	φροφητου											0	0	0	0	0	0	0
103	40	Mat 	2	15	17	φροφή	φροφητου	προφητου	G4396	N-GSM	προφήτης	PC	EV	C	Spelling-X	PC-EV-C-X	 - φροφητου spelling error φ should be π TR – προφητου							
104	41	Mat 	2	16	13	ἁνλε	ανειλεν											0	0	0	0	0	0	0
105	41	Mat 	2	16	13	ἁνλε	ανειλεν	ανειλε	G337	V-2AAI-3S	ἀναιρέω	P	V	C	Spelling-X	P-V-C-X	None							
106	41	Mat 	2	16	27	δυετοὺς	δυετους											0	0	0	0	0	0	0
107	41	Mat 	2	16	27	δυετοὺς	δυετους	διετους	G1332	A-GSM	διετής	PC	V	C	Spelling-X	PC-V-C-X	None							
108	41	Mat 	2	16	34	ἠκρίϐωσε	ηκριβωσεν											0	0	0	0	0	0	0
109	41	Mat 	2	16	34	ἠκρίϐωσε	ηκριβωσεν	ηκριβωσε	G198	V-AAI-3S	ἀκριβόω	PC	V	I	Spelling-X	PC-V-I-X	None							
110	43	Mat 	2	18	18	ἠθελε	ηθελεν	ηθελεν	G2309	V-IAI-3S	θέλω							0	0	0	0	0	0	1
111	43	Mat 	2	18	22	ἐισί	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
112	44	Mat 	2	19	8	καʼ	κατ'											0	0	0	0	0	0	0
113	44	Mat 	2	19	8	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None							
114	45	Mat 	2	20	15	Τεθνήκασι	τεθνηκασιν											0	0	0	0	0	0	0
115	45	Mat 	2	20	15	Τεθνήκασι	τεθνηκασιν	τεθνηκασι	G2348	V-RAI-3P	θνήσκω				Spelling-X	---X	None							
116	46	Mat 	2	21	4	έλαϐε	παρελαβεν											0	0	0	0	0	0	0
117	46	Mat 	2	21	4	έλαϐε	παρελαβεν	παρελαβε	G3880	V-2AAI-3S	παραλαμβάνω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
118	47	Mat 	2	22	19	κα	κατ᾽											0	0	0	0	0	0	0
119	47	Mat 	2	22	19	κα	κατ᾽	κατ	G2596	PREP	κατά	P	V	CI	Punctuation-P	P-V-CI-P	None							
120	48	Mat 	2	23	7	ναζαρέθ	ναζαρεθ											0	0	0	0	0	0	0
121	48	Mat 	2	23	7	ναζαρέθ	ναζαρεθ	ναζαρετ	G3478	N-PRI	Ναζαρέθ	PC	V	C	Spelling-X	PC-V-C-X	None							
122	50	Mat 	3	2	4	ἤικἐ	ηγγικεν	ηγγικεν	G1448	V-RAI-3S	ἐγγίζω							0	0	0	0	0	0	1
123	52	Mat 	3	4	5	ιχε	ειχεν	ειχεν	G2192	V-IAI-3S	ἔχω							0	0	0	0	0	0	1
124	54	Mat 	3	6	6	ὑϖʼ	υπ'											0	0	0	0	0	0	0
125	54	Mat 	3	6	6	ὑϖʼ	υπ'	υπ	G5259	PREP	ὑπό	P	V	C	Diacritic-D	P-V-C-D	None							
126	55	Mat 	3	7	24	ὀρῆς;	οργησ;											0	0	0	0	0	0	0
127	55	Mat 	3	7	24	ὀρῆς;	οργησ;	οργης	G3709	N-GSF	ὀργή	C	E	C	Punctuation-P	C-E-C-P	None							
128	57	Mat 	3	9	21		του	του	G3588	T-GSM	ὁ							0	0	0	0	0	0	1
129	61	Mat 	3	13	16	ὑϖʼ	υπ'											0	0	0	0	0	0	0
130	61	Mat 	3	13	16	ὑϖʼ	υπ'	υπ	G5259	PREP	ὑπό	P	V	C	Diacritic-D	P-V-C-D	None							
131	62	Mat 	3	14	17	με;	με;											0	0	0	0	0	0	0
132	62	Mat 	3	14	17	με;	με;	με	G3165	P-1AS	μέ	C	E		Punctuation-P	C-E--P	None							
133	63	Mat 	3	15	5	ιε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
134	63	Mat 	3	15	10	ὅυως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
135	64	Mat 	3	16	17	ιδε	ειδεν	ειδεν	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
136	64	Mat 	3	16	27	ἐϖʼ	επ'											0	0	0	0	0	0	0
137	64	Mat 	3	16	27	ἐϖʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Diacritic-D	PC-V--D	None							
138	66	Mat 	4	1	11	πραν	πειρασθουναι											0	0	0	0	0	0	0
139	66	Mat 	4	1	11	πραν	πειρασθουναι	πειρασθηναι	G3985	V-APN	πειράζω	PC	V		Spelling-X	PC-V--X	None							
140	67	Mat 	4	2	9	ἐπείνασεν	επεινασεν	επεινασεν	G3983	V-AAI-3S	πεινάω							0	0	0	0	0	0	1
141	69	Mat 	4	4	4	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
142	69	Mat 	4	4	7	ἐϖʼ	επ'											0	0	0	0	0	0	0
143	69	Mat 	4	4	7	ἐϖʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None							
144	69	Mat 	4	4	12	ἀλλʼ	αλλ'											0	0	0	0	0	0	0
145	69	Mat 	4	4	12	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None							
146	70	Mat 	4	5	11	ἔησε	εστησεν	εστησεν	G2476	V-AAI-3S	ἵστημι							0	0	0	0	0	0	1
147	71	Mat 	4	6	9	βάε	βαλλε											0	0	0	0	0	0	0
148	71	Mat 	4	6	9	βάε	βαλλε	βαλε	G906	V-2AAM-2S	βάλλω	PC	V		Spelling-X	PC-V--X	TR uses βαλε							
149	71	Mat 	4	6	24	ἀρσί	αρουσιν	αρουσιν	G142	V-FAI-3P	αἴρω							0	0	0	0	0	0	1
150	75	Mat 	4	10	7	ὀίσω	οπισω	οπισω	G3694	ADV	ὀπίσω							0	0	0	0	0	0	1
151	75	Mat 	4	10	8	μ	μου	μου	G3450	P-1GS	ἐγώ							0	0	0	0	0	0	1
152	78	Mat 	4	13	4	ναζαρέθ	ναζαρεθ											0	0	0	0	0	0	0
153	78	Mat 	4	13	4	ναζαρέθ	ναζαρεθ	ναζαρετ	G3478	N-PRI	Ναζαρέθ	C	E		Spacing-Y	C-E--Y	None							
154	78	Mat 	4	13	15	νεφθαλὶμ	νεφθαλιμ											0	0	0	0	0	0	0
155	78	Mat 	4	13	15	νεφθαλὶμ	νεφθαλιμ	νεφθαλειμ	G3508	N-PRI	Νεφθαλείμ	PC	V		Spelling-X	PC-V--X	None							
156	80	Mat 	4	15	4	νεφθαλὶμ	νεφθαλιμ											0	0	0	0	0	0	0
157	80	Mat 	4	15	4	νεφθαλὶμ	νεφθαλιμ	νεφθαλειμ	G3508	N-PRI	Νεφθαλείμ	PC	V		Spelling-X	PC-V--X	TR uses νεφθαλειμ							
158	81	Mat 	4	16	7	ιδε	ειδεν	ειδεν	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
159	82	Mat 	4	17	11	ἤικε	ηγγικεν	ηγγικεν	G1448	V-RAI-3S	ἐγγίζω							0	0	0	0	0	0	1
160	83	Mat 	4	18	10	ιδε	ειδεν	ειδεν	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
161	95	Mat 	5	5	8	γ	γυν											0	0	0	0	0	0	0
162	95	Mat 	5	5	8	γ	γυν	γην	G1093	N-ASF	γῆ	PC	V		Spelling-X	PC-V--X	None							
163	101	Mat 	5	11	7	διώωσιν	διωξωσιν											0	0	0	0	0	0	0
164	101	Mat 	5	11	7	διώωσιν	διωξωσιν	διωξωσι	G1377	V-AAS-3P	διώκω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
165	101	Mat 	5	11	9	ἔιπωσι	ειπωσιν	ειπωσιν	G2036	V-2AAS-3P	ἔπω							0	0	0	0	0	0	1
166	101	Mat 	5	11	13	καϑʼ	καθ'											0	0	0	0	0	0	0
167	101	Mat 	5	11	13	καϑʼ	καθ'	καθ	G2596	PREP	κατά	PC	V		Punctuation-P	PC-V--P	None							
168	101	Mat 	5	11	14	ἡμῶ	ημων	ημων	G2257	P-1GP	ἐγώ							0	0	0	0	0	0	1
169	102	Mat 	5	12	12	ὅυω	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
170	104	Mat 	5	14	12	ὄρεω	ορεως											0	0	0	0	0	0	0
171	104	Mat 	5	14	12	ὄρεω	ορεως	ορους	G3735	N-GSN	ὄρος	PC	V	C	Spelling-X	PC-V-C-X	TR uses ορους							
172	105	Mat 	5	15	10	ἁλλʼ	αλλ'											0	0	0	0	0	0	0
173	105	Mat 	5	15	10	ἁλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None							
174	105	Mat 	5	15	16	πᾶσι	πασιν	πασιν	G3956	A-DPN	πᾶς							0	0	0	0	0	0	1
175	106	Mat 	5	16	1	ὅυτως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
176	107	Mat 	5	17	2	νομίοῃτἑ	νομιοητε											0	0	0	0	0	0	0
177	107	Mat 	5	17	2	νομίοῃτἑ	νομιοητε	νομισητε	G3543	V-AAS-2P	νομίζω	PC	V		Spelling-X	PC-V--X	TR uses νομιστε replacing οητε with σητε.							
178	109	Mat 	5	19	6	ωλῶ	εντωλων											0	0	0	0	0	0	0
179	109	Mat 	5	19	6	ωλῶ	εντωλων	εντολων	G1785	N-GPF	ἐντολή	PC	V	CI	Spelling-X	PC-V-CI-X	TR uses εντολων							
180	109	Mat 	5	19	9	ἐλαχίο	ελαχιστον	ελαχιστον	G1646	A-ASN	ἐλάχιστος							0	0	0	0	0	0	1
181	109	Mat 	5	19	12	ὅυως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
182	109	Mat 	5	19	23	δʼ	δ'											0	0	0	0	0	0	0
183	109	Mat 	5	19	23	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None							
184	110	Mat 	5	20	3	περιεύσ	περισσευσει											0	0	0	0	0	0	0
185	110	Mat 	5	20	3	περιεύσ	περισσευσει	περισσευη	G4052	V-PAS-3S	περισσεύω	PC	V	CI	Spelling-X	PC-V-CI-X	None							
186	111	Mat 	5	21	9	δʼ	δ'											0	0	0	0	0	0	0
187	111	Mat 	5	21	9	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None							
188	111	Mat 	5	21	11	φονεύσει	φονευσει											0	0	0	0	0	0	0
189	111	Mat 	5	21	11	φονεύσει	φονευσει	φονευση	G5407	V-AAS-3S	φονεύω	PC	V	CI	Spelling-X	PC-V-CI-X	TR uses φονεύσῃ.  							
190	112	Mat 	5	22	18	δʼ	δ'											0	0	0	0	0	0	0
191	112	Mat 	5	22	18	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None							
192	112	Mat 	5	22	30	δʼ	δ'											0	0	0	0	0	0	0
193	112	Mat 	5	22	30	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None							
194	112	Mat 	5	22	38	γέενα	γεεναν											0	0	0	0	0	0	0
195	112	Mat 	5	22	38	γέενα	γεεναν	γεενναν	G1067	N-ASF	γέεννα	PC	V		Spelling-X	PC-V--X	None							
196	113	Mat 	5	23	10		και	και	G2532	CONJ	καί							0	0	0	0	0	0	1
197	113	Mat 	5	23	11	ἐκ	εκει	εκει	G1563	ADV	ἐκεῖ							0	0	0	0	0	0	1
198	115	Mat 	5	25	13	με	μετ᾽											0	0	0	0	0	0	0
199	115	Mat 	5	25	13	δῷ	δω	οδω	G3598	N-DSF	ὁδός	C	E		Spacing-Y	C-E--Y	end of line spacing							
200	119	Mat 	5	29	8	σκδαλίζῃ	σκανδαλιζη	σκανδαλιζη	G4624	V-PAS-3S	σκανδαλίζω							0	0	0	0	0	0	1
201	119	Mat 	5	29	13	βάε	βαλλε											0	0	0	0	0	0	0
202	119	Mat 	5	29	13	βάε	βαλλε	βαλε	G906	V-2AAM-2S	βάλλω	PC	V		Spelling-X	PC-V--X	None							
203	119	Mat 	5	29	33	γέενα	γεεναν											0	0	0	0	0	0	0
204	119	Mat 	5	29	33	γέενα	γεεναν	γεενναν	G1067	N-ASF	γέεννα	PC	V		Spelling-X	PC-V--X	None							
205	120	Mat 	5	30	12	βάε	βαλλε											0	0	0	0	0	0	0
206	120	Mat 	5	30	12	βάε	βαλλε	βαλε	G906	V-2AAM-2S	βάλλω	PC	V		Spelling-X	PC-V--X	TR uses βαλε							
207	120	Mat 	5	30	21		του	του	G3588	T-GSM	ὁ							0	0	0	0	0	0	1
208	120	Mat 	5	30	32	γέενα	γεεναν											0	0	0	0	0	0	0
209	120	Mat 	5	30	32	γέενα	γεεναν	γεενναν	G1067	N-ASF	γέεννα	PC	V		Spelling-X	PC-V--X	None							
210	121	Mat 	5	31	5	ἀλύσ	απολυσει											0	0	0	0	0	0	0
211	121	Mat 	5	31	5	ἀλύσ	απολυσει	απολυση	G630	V-AAS-3S	ἀπολύω	PC	V	I	Spelling-X	PC-V-I-X	None							
212	122	Mat 	5	32	8	ἀπολύσ	απολυσει											0	0	0	0	0	0	0
213	122	Mat 	5	32	8	ἀπολύσ	απολυσει	απολυση	G630	V-AAS-3S	ἀπολύω	PC	V	I	Spelling-X	PC-V-I-X	None							
214	122	Mat 	5	32	15	ποι	ποειι											0	0	0	0	0	0	0
215	122	Mat 	5	32	15	ποι	ποειι	ποιει	G4160	V-PAI-3S	ποιέω	PC	V	CI	Spelling-X	PC-V-CI-X	ι should precede . TR uses ποιει							
216	122	Mat 	5	32	22	γαμήσ	γαμησει											0	0	0	0	0	0	0
