,ImgPageLineNum,ImgPageNum,LineImageFile,LineText,LineTextFile,OCRAccuracy,ReviewComplete,StartBook,StartChapter,StartVerse,Valid
34,11,2,greek1516_Page_002_Line11.tif,,,,False,,,,True
35,12,2,greek1516_Page_002_Line12.tif,,,,False,,,,True
36,13,2,greek1516_Page_002_Line13.tif,,,,False,,,,True
37,14,2,greek1516_Page_002_Line14.tif,,,,False,,,,True
38,15,2,greek1516_Page_002_Line15.tif,,,,False,,,,True
39,16,2,greek1516_Page_002_Line16.tif,,,,False,,,,True
40,17,2,greek1516_Page_002_Line17.tif,,,,False,,,,True
41,18,2,greek1516_Page_002_Line18.tif,,,,False,,,,True
42,19,2,greek1516_Page_002_Line19.tif,,,,False,,,,True
43,20,2,greek1516_Page_002_Line20.tif,,,,False,,,,True
44,21,2,greek1516_Page_002_Line21.tif,,,,False,,,,True
45,22,2,greek1516_Page_002_Line22.tif,,,,False,,,,True
46,23,2,greek1516_Page_002_Line23.tif,,,,False,,,,True
47,24,2,greek1516_Page_002_Line24.tif,,,,False,,,,True
48,25,2,greek1516_Page_002_Line25.tif,,,,False,,,,True
49,26,2,greek1516_Page_002_Line26.tif,,,,False,,,,True
50,27,2,greek1516_Page_002_Line27.tif,,,,False,,,,True
51,28,2,greek1516_Page_002_Line28.tif,,,,False,,,,True
52,29,2,greek1516_Page_002_Line29.tif,,,,False,,,,True
53,30,2,greek1516_Page_002_Line30.tif,,,,False,,,,True
54,31,2,greek1516_Page_002_Line31.tif,,,,False,,,,True
55,32,2,greek1516_Page_002_Line32.tif,,,,False,,,,True
56,33,2,greek1516_Page_002_Line33.tif,,,,False,,,,True
57,34,2,greek1516_Page_002_Line34.tif,,,,False,,,,True
58,35,2,greek1516_Page_002_Line35.tif,,,,False,,,,True
59,36,2,greek1516_Page_002_Line36.tif,,,,False,,,,True
60,37,2,greek1516_Page_002_Line37.tif,,,,False,,,,True
61,38,2,greek1516_Page_002_Line38.tif,,,,False,,,,True
62,39,2,greek1516_Page_002_Line39.tif,,,,False,,,,True
63,40,2,greek1516_Page_002_Line40.tif,,,,False,,,,True
64,1,3,greek1516_Page_003_Line1.tif,,,,False,,,,True
65,2,3,greek1516_Page_003_Line2.tif,,,,False,,,,True
66,3,3,greek1516_Page_003_Line3.tif,,,,False,,,,True
67,4,3,greek1516_Page_003_Line4.tif,,,,False,,,,True
68,5,3,greek1516_Page_003_Line5.tif,,,,False,,,,True
69,6,3,greek1516_Page_003_Line6.tif,,,,False,,,,True
70,7,3,greek1516_Page_003_Line7.tif,,,,False,,,,True
71,8,3,greek1516_Page_003_Line8.tif,,,,False,,,,True
72,9,3,greek1516_Page_003_Line9.tif,,,,False,,,,True
73,10,3,greek1516_Page_003_Line10.tif,,,,False,,,,True
74,11,3,greek1516_Page_003_Line11.tif,,,,False,,,,True
75,12,3,greek1516_Page_003_Line12.tif,,,,False,,,,True
76,13,3,greek1516_Page_003_Line13.tif,,,,False,,,,True
77,14,3,greek1516_Page_003_Line14.tif,,,,False,,,,True
78,15,3,greek1516_Page_003_Line15.tif,,,,False,,,,True
79,16,3,greek1516_Page_003_Line16.tif,,,,False,,,,True
80,17,3,greek1516_Page_003_Line17.tif,,,,False,,,,True
81,18,3,greek1516_Page_003_Line18.tif,,,,False,,,,True
82,19,3,greek1516_Page_003_Line19.tif,,,,False,,,,True
83,20,3,greek1516_Page_003_Line20.tif,,,,False,,,,True
84,21,3,greek1516_Page_003_Line21.tif,,,,False,,,,True
85,22,3,greek1516_Page_003_Line22.tif,,,,False,,,,True
86,23,3,greek1516_Page_003_Line23.tif,,,,False,,,,True
87,24,3,greek1516_Page_003_Line24.tif,,,,False,,,,True
88,25,3,greek1516_Page_003_Line25.tif,,,,False,,,,True
89,26,3,greek1516_Page_003_Line26.tif,,,,False,,,,True
90,27,3,greek1516_Page_003_Line27.tif,,,,False,,,,True
91,28,3,greek1516_Page_003_Line28.tif,,,,False,,,,True
92,29,3,greek1516_Page_003_Line29.tif,,,,False,,,,True
93,30,3,greek1516_Page_003_Line30.tif,,,,False,,,,True
94,31,3,greek1516_Page_003_Line31.tif,,,,False,,,,True
95,32,3,greek1516_Page_003_Line32.tif,,,,False,,,,True
96,33,3,greek1516_Page_003_Line33.tif,,,,False,,,,True
97,34,3,greek1516_Page_003_Line34.tif,,,,False,,,,True
98,35,3,greek1516_Page_003_Line35.tif,,,,False,,,,True
99,36,3,greek1516_Page_003_Line36.tif,,,,False,,,,True
100,37,3,greek1516_Page_003_Line37.tif,,,,False,,,,True
101,38,3,greek1516_Page_003_Line38.tif,,,,False,,,,True
102,39,3,greek1516_Page_003_Line39.tif,,,,False,,,,True
103,40,3,greek1516_Page_003_Line40.tif,,,,False,,,,True
104,1,4,greek1516_Page_004_Line1.tif,,,,False,,,,True
105,2,4,greek1516_Page_004_Line2.tif,,,,False,,,,True
106,3,4,greek1516_Page_004_Line3.tif,,,,False,,,,True
107,4,4,greek1516_Page_004_Line4.tif,,,,False,,,,True
108,5,4,greek1516_Page_004_Line5.tif,,,,False,,,,True
109,6,4,greek1516_Page_004_Line6.tif,,,,False,,,,True
110,7,4,greek1516_Page_004_Line7.tif,,,,False,,,,True
111,8,4,greek1516_Page_004_Line8.tif,,,,False,,,,True
112,9,4,greek1516_Page_004_Line9.tif,,,,False,,,,True
113,10,4,greek1516_Page_004_Line10.tif,,,,False,,,,True
114,11,4,greek1516_Page_004_Line11.tif,,,,False,,,,True
115,12,4,greek1516_Page_004_Line12.tif,,,,False,,,,True
116,13,4,greek1516_Page_004_Line13.tif,,,,False,,,,True
117,14,4,greek1516_Page_004_Line14.tif,,,,False,,,,True
118,15,4,greek1516_Page_004_Line15.tif,,,,False,,,,True
119,16,4,greek1516_Page_004_Line16.tif,,,,False,,,,True
120,17,4,greek1516_Page_004_Line17.tif,,,,False,,,,True
121,18,4,greek1516_Page_004_Line18.tif,,,,False,,,,True
122,19,4,greek1516_Page_004_Line19.tif,,,,False,,,,True
123,20,4,greek1516_Page_004_Line20.tif,,,,False,,,,True
124,21,4,greek1516_Page_004_Line21.tif,,,,False,,,,True
125,22,4,greek1516_Page_004_Line22.tif,,,,False,,,,True
126,23,4,greek1516_Page_004_Line23.tif,,,,False,,,,True
127,24,4,greek1516_Page_004_Line24.tif,,,,False,,,,True
128,25,4,greek1516_Page_004_Line25.tif,,,,False,,,,True
129,26,4,greek1516_Page_004_Line26.tif,,,,False,,,,True
130,27,4,greek1516_Page_004_Line27.tif,,,,False,,,,True
131,28,4,greek1516_Page_004_Line28.tif,,,,False,,,,True
132,29,4,greek1516_Page_004_Line29.tif,,,,False,,,,True
133,30,4,greek1516_Page_004_Line30.tif,,,,False,,,,True
134,31,4,greek1516_Page_004_Line31.tif,,,,False,,,,True
135,32,4,greek1516_Page_004_Line32.tif,,,,False,,,,True
136,33,4,greek1516_Page_004_Line33.tif,,,,False,,,,True
137,34,4,greek1516_Page_004_Line34.tif,,,,False,,,,True
138,35,4,greek1516_Page_004_Line35.tif,,,,False,,,,True
139,36,4,greek1516_Page_004_Line36.tif,,,,False,,,,True
140,37,4,greek1516_Page_004_Line37.tif,,,,False,,,,True
141,38,4,greek1516_Page_004_Line38.tif,,,,False,,,,True
142,39,4,greek1516_Page_004_Line39.tif,,,,False,,,,True
143,40,4,greek1516_Page_004_Line40.tif,,,,False,,,,True
144,1,5,greek1516_Page_005_Line1.tif,,,,False,,,,True
145,2,5,greek1516_Page_005_Line2.tif,,,,False,,,,True
146,3,5,greek1516_Page_005_Line3.tif,,,,False,,,,True
147,4,5,greek1516_Page_005_Line4.tif,,,,False,,,,True
148,5,5,greek1516_Page_005_Line5.tif,,,,False,,,,True
149,6,5,greek1516_Page_005_Line6.tif,,,,False,,,,True
150,7,5,greek1516_Page_005_Line7.tif,,,,False,,,,True
151,8,5,greek1516_Page_005_Line8.tif,,,,False,,,,True
152,9,5,greek1516_Page_005_Line9.tif,,,,False,,,,True
153,10,5,greek1516_Page_005_Line10.tif,,,,False,,,,True
154,11,5,greek1516_Page_005_Line11.tif,,,,False,,,,True
155,12,5,greek1516_Page_005_Line12.tif,,,,False,,,,True
156,13,5,greek1516_Page_005_Line13.tif,,,,False,,,,True
157,14,5,greek1516_Page_005_Line14.tif,,,,False,,,,True
158,15,5,greek1516_Page_005_Line15.tif,,,,False,,,,True
159,16,5,greek1516_Page_005_Line16.tif,,,,False,,,,True
160,17,5,greek1516_Page_005_Line17.tif,,,,False,,,,True
161,18,5,greek1516_Page_005_Line18.tif,,,,False,,,,True
162,19,5,greek1516_Page_005_Line19.tif,,,,False,,,,True
163,20,5,greek1516_Page_005_Line20.tif,,,,False,,,,True
164,21,5,greek1516_Page_005_Line21.tif,,,,False,,,,True
165,22,5,greek1516_Page_005_Line22.tif,,,,False,,,,True
166,23,5,greek1516_Page_005_Line23.tif,,,,False,,,,True
167,24,5,greek1516_Page_005_Line24.tif,,,,False,,,,True
168,25,5,greek1516_Page_005_Line25.tif,,,,False,,,,True
169,26,5,greek1516_Page_005_Line26.tif,,,,False,,,,True
170,27,5,greek1516_Page_005_Line27.tif,,,,False,,,,True
171,28,5,greek1516_Page_005_Line28.tif,,,,False,,,,True
172,29,5,greek1516_Page_005_Line29.tif,,,,False,,,,True
173,30,5,greek1516_Page_005_Line30.tif,,,,False,,,,True
174,31,5,greek1516_Page_005_Line31.tif,,,,False,,,,True
175,32,5,greek1516_Page_005_Line32.tif,,,,False,,,,True
176,33,5,greek1516_Page_005_Line33.tif,,,,False,,,,True
177,34,5,greek1516_Page_005_Line34.tif,,,,False,,,,True
178,35,5,greek1516_Page_005_Line35.tif,,,,False,,,,True
179,36,5,greek1516_Page_005_Line36.tif,,,,False,,,,True
180,37,5,greek1516_Page_005_Line37.tif,,,,False,,,,True
181,38,5,greek1516_Page_005_Line38.tif,,,,False,,,,True
182,39,5,greek1516_Page_005_Line39.tif,,,,False,,,,True
183,40,5,greek1516_Page_005_Line40.tif,,,,False,,,,True
184,41,5,greek1516_Page_005_Line41.tif,,,,False,,,,True
185,1,6,greek1516_Page_006_Line1.tif,,,,False,,,,True
186,2,6,greek1516_Page_006_Line2.tif,,,,False,,,,True
187,3,6,greek1516_Page_006_Line3.tif,,,,False,,,,True
188,4,6,greek1516_Page_006_Line4.tif,,,,False,,,,True
189,5,6,greek1516_Page_006_Line5.tif,,,,False,,,,True
190,6,6,greek1516_Page_006_Line6.tif,,,,False,,,,True
191,7,6,greek1516_Page_006_Line7.tif,,,,False,,,,True
192,8,6,greek1516_Page_006_Line8.tif,,,,False,,,,True
193,9,6,greek1516_Page_006_Line9.tif,,,,False,,,,True
194,10,6,greek1516_Page_006_Line10.tif,,,,False,,,,True
195,11,6,greek1516_Page_006_Line11.tif,,,,False,,,,True
196,12,6,greek1516_Page_006_Line12.tif,,,,False,,,,True
197,13,6,greek1516_Page_006_Line13.tif,,,,False,,,,True
198,14,6,greek1516_Page_006_Line14.tif,,,,False,,,,True
199,15,6,greek1516_Page_006_Line15.tif,,,,False,,,,True
200,16,6,greek1516_Page_006_Line16.tif,,,,False,,,,True
201,17,6,greek1516_Page_006_Line17.tif,,,,False,,,,True
202,18,6,greek1516_Page_006_Line18.tif,,,,False,,,,True
203,19,6,greek1516_Page_006_Line19.tif,,,,False,,,,True
204,20,6,greek1516_Page_006_Line20.tif,,,,False,,,,True
205,21,6,greek1516_Page_006_Line21.tif,,,,False,,,,True
206,22,6,greek1516_Page_006_Line22.tif,,,,False,,,,True
207,23,6,greek1516_Page_006_Line23.tif,,,,False,,,,True
208,24,6,greek1516_Page_006_Line24.tif,,,,False,,,,True
209,25,6,greek1516_Page_006_Line25.tif,,,,False,,,,True
210,26,6,greek1516_Page_006_Line26.tif,,,,False,,,,True
211,27,6,greek1516_Page_006_Line27.tif,,,,False,,,,True
212,28,6,greek1516_Page_006_Line28.tif,,,,False,,,,True
213,29,6,greek1516_Page_006_Line29.tif,,,,False,,,,True
214,30,6,greek1516_Page_006_Line30.tif,,,,False,,,,True
215,31,6,greek1516_Page_006_Line31.tif,,,,False,,,,True
216,32,6,greek1516_Page_006_Line32.tif,,,,False,,,,True
217,33,6,greek1516_Page_006_Line33.tif,,,,False,,,,True
218,34,6,greek1516_Page_006_Line34.tif,,,,False,,,,True
219,35,6,greek1516_Page_006_Line35.tif,,,,False,,,,True
220,36,6,greek1516_Page_006_Line36.tif,,,,False,,,,True
221,37,6,greek1516_Page_006_Line37.tif,,,,False,,,,True
222,38,6,greek1516_Page_006_Line38.tif,,,,False,,,,True
223,39,6,greek1516_Page_006_Line39.tif,,,,False,,,,True
224,40,6,greek1516_Page_006_Line40.tif,,,,False,,,,True
225,41,6,greek1516_Page_006_Line41.tif,,,,False,,,,True
226,1,7,greek1516_Page_007_Line1.tif,,,,False,,,,True
227,2,7,greek1516_Page_007_Line2.tif,,,,False,,,,True
228,3,7,greek1516_Page_007_Line3.tif,,,,False,,,,True
229,4,7,greek1516_Page_007_Line4.tif,,,,False,,,,True
230,5,7,greek1516_Page_007_Line5.tif,,,,False,,,,True
231,6,7,greek1516_Page_007_Line6.tif,,,,False,,,,True
232,7,7,greek1516_Page_007_Line7.tif,,,,False,,,,True
233,8,7,greek1516_Page_007_Line8.tif,,,,False,,,,True
234,9,7,greek1516_Page_007_Line9.tif,,,,False,,,,True
235,10,7,greek1516_Page_007_Line10.tif,,,,False,,,,True
236,11,7,greek1516_Page_007_Line11.tif,,,,False,,,,True
237,12,7,greek1516_Page_007_Line12.tif,,,,False,,,,True
238,13,7,greek1516_Page_007_Line13.tif,,,,False,,,,True
239,14,7,greek1516_Page_007_Line14.tif,,,,False,,,,True
240,15,7,greek1516_Page_007_Line15.tif,,,,False,,,,True
241,16,7,greek1516_Page_007_Line16.tif,,,,False,,,,True
242,17,7,greek1516_Page_007_Line17.tif,,,,False,,,,True
243,18,7,greek1516_Page_007_Line18.tif,,,,False,,,,True
244,19,7,greek1516_Page_007_Line19.tif,,,,False,,,,True
245,20,7,greek1516_Page_007_Line20.tif,,,,False,,,,True
246,21,7,greek1516_Page_007_Line21.tif,,,,False,,,,True
247,22,7,greek1516_Page_007_Line22.tif,,,,False,,,,True
248,23,7,greek1516_Page_007_Line23.tif,,,,False,,,,True
249,24,7,greek1516_Page_007_Line24.tif,,,,False,,,,True
250,25,7,greek1516_Page_007_Line25.tif,,,,False,,,,True
251,26,7,greek1516_Page_007_Line26.tif,,,,False,,,,True
252,27,7,greek1516_Page_007_Line27.tif,,,,False,,,,True
253,28,7,greek1516_Page_007_Line28.tif,,,,False,,,,True
254,29,7,greek1516_Page_007_Line29.tif,,,,False,,,,True
255,30,7,greek1516_Page_007_Line30.tif,,,,False,,,,True
256,31,7,greek1516_Page_007_Line31.tif,,,,False,,,,True
257,32,7,greek1516_Page_007_Line32.tif,,,,False,,,,True
258,33,7,greek1516_Page_007_Line33.tif,,,,False,,,,True
259,34,7,greek1516_Page_007_Line34.tif,,,,False,,,,True
260,35,7,greek1516_Page_007_Line35.tif,,,,False,,,,True
261,36,7,greek1516_Page_007_Line36.tif,,,,False,,,,True
262,37,7,greek1516_Page_007_Line37.tif,,,,False,,,,True
263,38,7,greek1516_Page_007_Line38.tif,,,,False,,,,True
264,39,7,greek1516_Page_007_Line39.tif,,,,False,,,,True
265,40,7,greek1516_Page_007_Line40.tif,,,,False,,,,True
266,41,7,greek1516_Page_007_Line41.tif,,,,False,,,,True
267,1,8,greek1516_Page_008_Line1.tif,,,,False,,,,True
268,2,8,greek1516_Page_008_Line2.tif,,,,False,,,,True
269,3,8,greek1516_Page_008_Line3.tif,,,,False,,,,True
270,4,8,greek1516_Page_008_Line4.tif,,,,False,,,,True
271,5,8,greek1516_Page_008_Line5.tif,,,,False,,,,True
272,6,8,greek1516_Page_008_Line6.tif,,,,False,,,,True
273,7,8,greek1516_Page_008_Line7.tif,,,,False,,,,True
274,8,8,greek1516_Page_008_Line8.tif,,,,False,,,,True
275,9,8,greek1516_Page_008_Line9.tif,,,,False,,,,True
276,10,8,greek1516_Page_008_Line10.tif,,,,False,,,,True
277,11,8,greek1516_Page_008_Line11.tif,,,,False,,,,True
278,12,8,greek1516_Page_008_Line12.tif,,,,False,,,,True
279,13,8,greek1516_Page_008_Line13.tif,,,,False,,,,True
280,14,8,greek1516_Page_008_Line14.tif,,,,False,,,,True
281,15,8,greek1516_Page_008_Line15.tif,,,,False,,,,True
282,16,8,greek1516_Page_008_Line16.tif,,,,False,,,,True
283,17,8,greek1516_Page_008_Line17.tif,,,,False,,,,True
284,18,8,greek1516_Page_008_Line18.tif,,,,False,,,,True
285,19,8,greek1516_Page_008_Line19.tif,,,,False,,,,True
286,20,8,greek1516_Page_008_Line20.tif,,,,False,,,,True
287,21,8,greek1516_Page_008_Line21.tif,,,,False,,,,True
288,22,8,greek1516_Page_008_Line22.tif,,,,False,,,,True
289,23,8,greek1516_Page_008_Line23.tif,,,,False,,,,True
290,24,8,greek1516_Page_008_Line24.tif,,,,False,,,,True
291,25,8,greek1516_Page_008_Line25.tif,,,,False,,,,True
292,26,8,greek1516_Page_008_Line26.tif,,,,False,,,,True
293,27,8,greek1516_Page_008_Line27.tif,,,,False,,,,True
294,28,8,greek1516_Page_008_Line28.tif,,,,False,,,,True
295,29,8,greek1516_Page_008_Line29.tif,,,,False,,,,True
296,30,8,greek1516_Page_008_Line30.tif,,,,False,,,,True
297,31,8,greek1516_Page_008_Line31.tif,,,,False,,,,True
298,32,8,greek1516_Page_008_Line32.tif,,,,False,,,,True
299,33,8,greek1516_Page_008_Line33.tif,,,,False,,,,True
300,34,8,greek1516_Page_008_Line34.tif,,,,False,,,,True
301,35,8,greek1516_Page_008_Line35.tif,,,,False,,,,True
302,36,8,greek1516_Page_008_Line36.tif,,,,False,,,,True
303,37,8,greek1516_Page_008_Line37.tif,,,,False,,,,True
304,38,8,greek1516_Page_008_Line38.tif,,,,False,,,,True
305,39,8,greek1516_Page_008_Line39.tif,,,,False,,,,True
306,40,8,greek1516_Page_008_Line40.tif,,,,False,,,,True
307,41,8,greek1516_Page_008_Line41.tif,,,,False,,,,True
308,1,9,greek1516_Page_009_Line1.tif,,,,False,,,,True
309,2,9,greek1516_Page_009_Line2.tif,,,,False,,,,True
310,3,9,greek1516_Page_009_Line3.tif,,,,False,,,,True
311,4,9,greek1516_Page_009_Line4.tif,,,,False,,,,True
312,5,9,greek1516_Page_009_Line5.tif,,,,False,,,,True
313,6,9,greek1516_Page_009_Line6.tif,,,,False,,,,True
314,7,9,greek1516_Page_009_Line7.tif,,,,False,,,,True
315,8,9,greek1516_Page_009_Line8.tif,,,,False,,,,True
316,9,9,greek1516_Page_009_Line9.tif,,,,False,,,,True
317,10,9,greek1516_Page_009_Line10.tif,,,,False,,,,True
318,11,9,greek1516_Page_009_Line11.tif,,,,False,,,,True
319,12,9,greek1516_Page_009_Line12.tif,,,,False,,,,True
320,13,9,greek1516_Page_009_Line13.tif,,,,False,,,,True
321,14,9,greek1516_Page_009_Line14.tif,,,,False,,,,True
322,15,9,greek1516_Page_009_Line15.tif,,,,False,,,,True
323,16,9,greek1516_Page_009_Line16.tif,,,,False,,,,True
324,17,9,greek1516_Page_009_Line17.tif,,,,False,,,,True
325,18,9,greek1516_Page_009_Line18.tif,,,,False,,,,True
326,19,9,greek1516_Page_009_Line19.tif,,,,False,,,,True
327,20,9,greek1516_Page_009_Line20.tif,,,,False,,,,True
328,21,9,greek1516_Page_009_Line21.tif,,,,False,,,,True
329,22,9,greek1516_Page_009_Line22.tif,,,,False,,,,True
330,23,9,greek1516_Page_009_Line23.tif,,,,False,,,,True
331,24,9,greek1516_Page_009_Line24.tif,,,,False,,,,True
332,25,9,greek1516_Page_009_Line25.tif,,,,False,,,,True
333,26,9,greek1516_Page_009_Line26.tif,,,,False,,,,True
334,27,9,greek1516_Page_009_Line27.tif,,,,False,,,,True
335,28,9,greek1516_Page_009_Line28.tif,,,,False,,,,True
336,29,9,greek1516_Page_009_Line29.tif,,,,False,,,,True
337,30,9,greek1516_Page_009_Line30.tif,,,,False,,,,True
338,31,9,greek1516_Page_009_Line31.tif,,,,False,,,,True
339,32,9,greek1516_Page_009_Line32.tif,,,,False,,,,True
340,33,9,greek1516_Page_009_Line33.tif,,,,False,,,,True
341,34,9,greek1516_Page_009_Line34.tif,,,,False,,,,True
342,35,9,greek1516_Page_009_Line35.tif,,,,False,,,,True
343,36,9,greek1516_Page_009_Line36.tif,,,,False,,,,True
344,37,9,greek1516_Page_009_Line37.tif,,,,False,,,,True
345,38,9,greek1516_Page_009_Line38.tif,,,,False,,,,True
346,39,9,greek1516_Page_009_Line39.tif,,,,False,,,,True
347,40,9,greek1516_Page_009_Line40.tif,,,,False,,,,True
348,1,10,greek1516_Page_010_Line1.tif,,,,False,,,,True
349,2,10,greek1516_Page_010_Line2.tif,,,,False,,,,True
350,3,10,greek1516_Page_010_Line3.tif,,,,False,,,,True
351,4,10,greek1516_Page_010_Line4.tif,,,,False,,,,True
352,5,10,greek1516_Page_010_Line5.tif,,,,False,,,,True
353,6,10,greek1516_Page_010_Line6.tif,,,,False,,,,True
354,7,10,greek1516_Page_010_Line7.tif,,,,False,,,,True
355,8,10,greek1516_Page_010_Line8.tif,,,,False,,,,True
356,9,10,greek1516_Page_010_Line9.tif,,,,False,,,,True
357,10,10,greek1516_Page_010_Line10.tif,,,,False,,,,True
358,11,10,greek1516_Page_010_Line11.tif,,,,False,,,,True
359,12,10,greek1516_Page_010_Line12.tif,,,,False,,,,True
360,13,10,greek1516_Page_010_Line13.tif,,,,False,,,,True
361,14,10,greek1516_Page_010_Line14.tif,,,,False,,,,True
362,15,10,greek1516_Page_010_Line15.tif,,,,False,,,,True
363,16,10,greek1516_Page_010_Line16.tif,,,,False,,,,True
364,17,10,greek1516_Page_010_Line17.tif,,,,False,,,,True
365,18,10,greek1516_Page_010_Line18.tif,,,,False,,,,True
366,19,10,greek1516_Page_010_Line19.tif,,,,False,,,,True
367,20,10,greek1516_Page_010_Line20.tif,,,,False,,,,True
368,21,10,greek1516_Page_010_Line21.tif,,,,False,,,,True
369,22,10,greek1516_Page_010_Line22.tif,,,,False,,,,True
370,23,10,greek1516_Page_010_Line23.tif,,,,False,,,,True
371,24,10,greek1516_Page_010_Line24.tif,,,,False,,,,True
372,25,10,greek1516_Page_010_Line25.tif,,,,False,,,,True
373,26,10,greek1516_Page_010_Line26.tif,,,,False,,,,True
374,27,10,greek1516_Page_010_Line27.tif,,,,False,,,,True
375,28,10,greek1516_Page_010_Line28.tif,,,,False,,,,True
376,29,10,greek1516_Page_010_Line29.tif,,,,False,,,,True
377,30,10,greek1516_Page_010_Line30.tif,,,,False,,,,True
378,31,10,greek1516_Page_010_Line31.tif,,,,False,,,,True
379,32,10,greek1516_Page_010_Line32.tif,,,,False,,,,True
380,33,10,greek1516_Page_010_Line33.tif,,,,False,,,,True
381,34,10,greek1516_Page_010_Line34.tif,,,,False,,,,True
382,35,10,greek1516_Page_010_Line35.tif,,,,False,,,,True
383,36,10,greek1516_Page_010_Line36.tif,,,,False,,,,True
384,37,10,greek1516_Page_010_Line37.tif,,,,False,,,,True
385,38,10,greek1516_Page_010_Line38.tif,,,,False,,,,True
386,39,10,greek1516_Page_010_Line39.tif,,,,False,,,,True
387,40,10,greek1516_Page_010_Line40.tif,,,,False,,,,True
388,1,11,greek1516_Page_011_Line1.tif,,,,False,,,,True
389,2,11,greek1516_Page_011_Line2.tif,,,,False,,,,True
390,3,11,greek1516_Page_011_Line3.tif,,,,False,,,,True
391,4,11,greek1516_Page_011_Line4.tif,,,,False,,,,True
392,5,11,greek1516_Page_011_Line5.tif,,,,False,,,,True
393,6,11,greek1516_Page_011_Line6.tif,,,,False,,,,True
394,7,11,greek1516_Page_011_Line7.tif,,,,False,,,,True
395,8,11,greek1516_Page_011_Line8.tif,,,,False,,,,True
396,9,11,greek1516_Page_011_Line9.tif,,,,False,,,,True
397,10,11,greek1516_Page_011_Line10.tif,,,,False,,,,True
398,11,11,greek1516_Page_011_Line11.tif,,,,False,,,,True
399,12,11,greek1516_Page_011_Line12.tif,,,,False,,,,True
400,13,11,greek1516_Page_011_Line13.tif,,,,False,,,,True
401,14,11,greek1516_Page_011_Line14.tif,,,,False,,,,True
402,15,11,greek1516_Page_011_Line15.tif,,,,False,,,,True
403,16,11,greek1516_Page_011_Line16.tif,,,,False,,,,True
404,17,11,greek1516_Page_011_Line17.tif,,,,False,,,,True
405,18,11,greek1516_Page_011_Line18.tif,,,,False,,,,True
406,19,11,greek1516_Page_011_Line19.tif,,,,False,,,,True
407,20,11,greek1516_Page_011_Line20.tif,,,,False,,,,True
408,21,11,greek1516_Page_011_Line21.tif,,,,False,,,,True
409,22,11,greek1516_Page_011_Line22.tif,,,,False,,,,True
410,23,11,greek1516_Page_011_Line23.tif,,,,False,,,,True
411,24,11,greek1516_Page_011_Line24.tif,,,,False,,,,True
412,25,11,greek1516_Page_011_Line25.tif,,,,False,,,,True
413,26,11,greek1516_Page_011_Line26.tif,,,,False,,,,True
414,27,11,greek1516_Page_011_Line27.tif,,,,False,,,,True
415,28,11,greek1516_Page_011_Line28.tif,,,,False,,,,True
416,29,11,greek1516_Page_011_Line29.tif,,,,False,,,,True
417,30,11,greek1516_Page_011_Line30.tif,,,,False,,,,True
418,31,11,greek1516_Page_011_Line31.tif,,,,False,,,,True
