,,Page,PageLine,PageLineImageFile,PageLineTextFile,StartBook,StartChapter,StartVerse
67,,3,4,greek1516_Page_003_Line4.gt.tif,greek1516_Page_003_Line4.gt.txt,Mat,1,23
68,,3,5,greek1516_Page_003_Line5.gt.tif,greek1516_Page_003_Line5.gt.txt,Mat,1,24
69,,3,6,greek1516_Page_003_Line6.gt.tif,greek1516_Page_003_Line6.gt.txt,Mat,1,24
70,,3,7,greek1516_Page_003_Line7.gt.tif,greek1516_Page_003_Line7.gt.txt,Mat,1,25
71,,3,8,greek1516_Page_003_Line8.gt.tif,greek1516_Page_003_Line8.gt.txt,Mat,1,25
72,,3,9,greek1516_Page_003_Line9.gt.tif,greek1516_Page_003_Line9.gt.txt,Mat,1,25
73,,3,10,greek1516_Page_003_Line10.gt.tif,greek1516_Page_003_Line10.gt.txt,Mat,2,1
74,,3,11,greek1516_Page_003_Line11.gt.tif,greek1516_Page_003_Line11.gt.txt,Mat,2,1
75,,3,12,greek1516_Page_003_Line12.gt.tif,greek1516_Page_003_Line12.gt.txt,Mat,2,1
76,,3,13,greek1516_Page_003_Line13.gt.tif,greek1516_Page_003_Line13.gt.txt,Mat,2,2
77,,3,14,greek1516_Page_003_Line14.gt.tif,greek1516_Page_003_Line14.gt.txt,Mat,2,2
78,,3,15,greek1516_Page_003_Line15.gt.tif,greek1516_Page_003_Line15.gt.txt,Mat,2,2
79,,3,16,greek1516_Page_003_Line16.gt.tif,greek1516_Page_003_Line16.gt.txt,Mat,2,3
80,,3,17,greek1516_Page_003_Line17.gt.tif,greek1516_Page_003_Line17.gt.txt,Mat,2,3
81,,3,18,greek1516_Page_003_Line18.gt.tif,greek1516_Page_003_Line18.gt.txt,Mat,2,4
82,,3,19,greek1516_Page_003_Line19.gt.tif,greek1516_Page_003_Line19.gt.txt,Mat,2,4
83,,3,20,greek1516_Page_003_Line20.gt.tif,greek1516_Page_003_Line20.gt.txt,Mat,2,5
84,,3,21,greek1516_Page_003_Line21.gt.tif,greek1516_Page_003_Line21.gt.txt,Mat,2,5
85,,3,22,greek1516_Page_003_Line22.gt.tif,greek1516_Page_003_Line22.gt.txt,Mat,2,6
86,,3,23,greek1516_Page_003_Line23.gt.tif,greek1516_Page_003_Line23.gt.txt,Mat,2,6
87,,3,24,greek1516_Page_003_Line24.gt.tif,greek1516_Page_003_Line24.gt.txt,Mat,2,6
88,,3,25,greek1516_Page_003_Line25.gt.tif,greek1516_Page_003_Line25.gt.txt,Mat,2,6
89,,3,26,greek1516_Page_003_Line26.gt.tif,greek1516_Page_003_Line26.gt.txt,Mat,2,7
90,,3,27,greek1516_Page_003_Line27.gt.tif,greek1516_Page_003_Line27.gt.txt,Mat,2,7
91,,3,28,greek1516_Page_003_Line28.gt.tif,greek1516_Page_003_Line28.gt.txt,Mat,2,8
92,,3,29,greek1516_Page_003_Line29.gt.tif,greek1516_Page_003_Line29.gt.txt,Mat,2,8
93,,3,30,greek1516_Page_003_Line30.gt.tif,greek1516_Page_003_Line30.gt.txt,Mat,2,8
94,,3,31,greek1516_Page_003_Line31.gt.tif,greek1516_Page_003_Line31.gt.txt,Mat,2,8
95,,3,32,greek1516_Page_003_Line32.gt.tif,greek1516_Page_003_Line32.gt.txt,Mat,2,9
96,,3,33,greek1516_Page_003_Line33.gt.tif,greek1516_Page_003_Line33.gt.txt,Mat,2,9
97,,3,34,greek1516_Page_003_Line34.gt.tif,greek1516_Page_003_Line34.gt.txt,Mat,2,9
98,,3,35,greek1516_Page_003_Line35.gt.tif,greek1516_Page_003_Line35.gt.txt,Mat,2,10
99,,3,36,greek1516_Page_003_Line36.gt.tif,greek1516_Page_003_Line36.gt.txt,Mat,2,11
100,,3,37,greek1516_Page_003_Line37.gt.tif,greek1516_Page_003_Line37.gt.txt,Mat,2,11
101,,3,38,greek1516_Page_003_Line38.gt.tif,greek1516_Page_003_Line38.gt.txt,Mat,2,11
102,,3,39,greek1516_Page_003_Line39.gt.tif,greek1516_Page_003_Line39.gt.txt,Mat,2,11
103,,4,1,greek1516_Page_004_Line1.gt.tif,greek1516_Page_004_Line1.gt.txt,Mat,2,11
104,,4,2,greek1516_Page_004_Line2.gt.tif,greek1516_Page_004_Line2.gt.txt,Mat,2,12
105,,4,3,greek1516_Page_004_Line3.gt.tif,greek1516_Page_004_Line3.gt.txt,Mat,2,12
106,,4,4,greek1516_Page_004_Line4.gt.tif,greek1516_Page_004_Line4.gt.txt,Mat,2,13
107,,4,5,greek1516_Page_004_Line5.gt.tif,greek1516_Page_004_Line5.gt.txt,Mat,2,13
108,,4,6,greek1516_Page_004_Line6.gt.tif,greek1516_Page_004_Line6.gt.txt,Mat,2,13
109,,4,7,greek1516_Page_004_Line7.gt.tif,greek1516_Page_004_Line7.gt.txt,Mat,2,13
110,,4,8,greek1516_Page_004_Line8.gt.tif,greek1516_Page_004_Line8.gt.txt,Mat,2,13
111,,4,9,greek1516_Page_004_Line9.gt.tif,greek1516_Page_004_Line9.gt.txt,Mat,2,13
112,,4,10,greek1516_Page_004_Line10.gt.tif,greek1516_Page_004_Line10.gt.txt,Mat,2,14
113,,4,11,greek1516_Page_004_Line11.gt.tif,greek1516_Page_004_Line11.gt.txt,Mat,2,14
114,,4,12,greek1516_Page_004_Line12.gt.tif,greek1516_Page_004_Line12.gt.txt,Mat,2,15
115,,4,13,greek1516_Page_004_Line13.gt.tif,greek1516_Page_004_Line13.gt.txt,Mat,2,15
116,,4,14,greek1516_Page_004_Line14.gt.tif,greek1516_Page_004_Line14.gt.txt,Mat,2,15
117,,4,15,greek1516_Page_004_Line15.gt.tif,greek1516_Page_004_Line15.gt.txt,Mat,2,16
118,,4,16,greek1516_Page_004_Line16.gt.tif,greek1516_Page_004_Line16.gt.txt,Mat,2,16
119,,4,17,greek1516_Page_004_Line17.gt.tif,greek1516_Page_004_Line17.gt.txt,Mat,2,16
120,,4,18,greek1516_Page_004_Line18.gt.tif,greek1516_Page_004_Line18.gt.txt,Mat,2,16
121,,4,19,greek1516_Page_004_Line19.gt.tif,greek1516_Page_004_Line19.gt.txt,Mat,2,16
122,,4,20,greek1516_Page_004_Line20.gt.tif,greek1516_Page_004_Line20.gt.txt,Mat,2,16
123,,4,21,greek1516_Page_004_Line21.gt.tif,greek1516_Page_004_Line21.gt.txt,Mat,2,17
124,,4,22,greek1516_Page_004_Line22.gt.tif,greek1516_Page_004_Line22.gt.txt,Mat,2,18
125,,4,23,greek1516_Page_004_Line23.gt.tif,greek1516_Page_004_Line23.gt.txt,Mat,2,18
126,,4,24,greek1516_Page_004_Line24.gt.tif,greek1516_Page_004_Line24.gt.txt,Mat,2,18
127,,4,25,greek1516_Page_004_Line25.gt.tif,greek1516_Page_004_Line25.gt.txt,Mat,2,19
128,,4,26,greek1516_Page_004_Line26.gt.tif,greek1516_Page_004_Line26.gt.txt,Mat,2,19
129,,4,27,greek1516_Page_004_Line27.gt.tif,greek1516_Page_004_Line27.gt.txt,Mat,2,20
130,,4,28,greek1516_Page_004_Line28.gt.tif,greek1516_Page_004_Line28.gt.txt,Mat,2,20
131,,4,29,greek1516_Page_004_Line29.gt.tif,greek1516_Page_004_Line29.gt.txt,Mat,2,20
132,,4,30,greek1516_Page_004_Line30.gt.tif,greek1516_Page_004_Line30.gt.txt,Mat,2,20
133,,4,31,greek1516_Page_004_Line31.gt.tif,greek1516_Page_004_Line31.gt.txt,Mat,2,21
134,,4,32,greek1516_Page_004_Line32.gt.tif,greek1516_Page_004_Line32.gt.txt,Mat,2,22
135,,4,33,greek1516_Page_004_Line33.gt.tif,greek1516_Page_004_Line33.gt.txt,Mat,2,22
136,,4,34,greek1516_Page_004_Line34.gt.tif,greek1516_Page_004_Line34.gt.txt,Mat,2,22
137,,4,35,greek1516_Page_004_Line35.gt.tif,greek1516_Page_004_Line35.gt.txt,Mat,2,22
138,,4,36,greek1516_Page_004_Line36.gt.tif,greek1516_Page_004_Line36.gt.txt,Mat,2,23
139,,4,37,greek1516_Page_004_Line37.gt.tif,greek1516_Page_004_Line37.gt.txt,Mat,2,23
140,,4,38,greek1516_Page_004_Line38.gt.tif,greek1516_Page_004_Line38.gt.txt,Mat,2,23
141,,4,39,greek1516_Page_004_Line39.gt.tif,greek1516_Page_004_Line39.gt.txt,Mat,3,1
142,,5,1,greek1516_Page_005_Line1.gt.tif,greek1516_Page_005_Line1.gt.txt,Mat,3,1
143,,5,2,greek1516_Page_005_Line2.gt.tif,greek1516_Page_005_Line2.gt.txt,Mat,3,1
144,,5,3,greek1516_Page_005_Line3.gt.tif,greek1516_Page_005_Line3.gt.txt,Mat,3,2
145,,5,4,greek1516_Page_005_Line4.gt.tif,greek1516_Page_005_Line4.gt.txt,Mat,3,3
146,,5,5,greek1516_Page_005_Line5.gt.tif,greek1516_Page_005_Line5.gt.txt,Mat,3,3
147,,5,6,greek1516_Page_005_Line6.gt.tif,greek1516_Page_005_Line6.gt.txt,Mat,3,3
148,,5,7,greek1516_Page_005_Line7.gt.tif,greek1516_Page_005_Line7.gt.txt,Mat,3,4
149,,5,8,greek1516_Page_005_Line8.gt.tif,greek1516_Page_005_Line8.gt.txt,Mat,3,4
150,,5,9,greek1516_Page_005_Line9.gt.tif,greek1516_Page_005_Line9.gt.txt,Mat,3,4
151,,5,10,greek1516_Page_005_Line10.gt.tif,greek1516_Page_005_Line10.gt.txt,Mat,3,4
152,,5,11,greek1516_Page_005_Line11.gt.tif,greek1516_Page_005_Line11.gt.txt,Mat,3,5
153,,5,12,greek1516_Page_005_Line12.gt.tif,greek1516_Page_005_Line12.gt.txt,Mat,3,5
154,,5,13,greek1516_Page_005_Line13.gt.tif,greek1516_Page_005_Line13.gt.txt,Mat,3,6
155,,5,14,greek1516_Page_005_Line14.gt.tif,greek1516_Page_005_Line14.gt.txt,Mat,3,6
156,,5,15,greek1516_Page_005_Line15.gt.tif,greek1516_Page_005_Line15.gt.txt,Mat,3,7
157,,5,16,greek1516_Page_005_Line16.gt.tif,greek1516_Page_005_Line16.gt.txt,Mat,3,7
158,,5,17,greek1516_Page_005_Line17.gt.tif,greek1516_Page_005_Line17.gt.txt,Mat,3,7
159,,5,18,greek1516_Page_005_Line18.gt.tif,greek1516_Page_005_Line18.gt.txt,Mat,3,7
160,,5,19,greek1516_Page_005_Line19.gt.tif,greek1516_Page_005_Line19.gt.txt,Mat,3,8
161,,5,20,greek1516_Page_005_Line20.gt.tif,greek1516_Page_005_Line20.gt.txt,Mat,3,9
162,,5,21,greek1516_Page_005_Line21.gt.tif,greek1516_Page_005_Line21.gt.txt,Mat,3,9
163,,5,22,greek1516_Page_005_Line22.gt.tif,greek1516_Page_005_Line22.gt.txt,Mat,3,9
164,,5,23,greek1516_Page_005_Line23.gt.tif,greek1516_Page_005_Line23.gt.txt,Mat,3,10
165,,5,24,greek1516_Page_005_Line24.gt.tif,greek1516_Page_005_Line24.gt.txt,Mat,3,10
166,,5,25,greek1516_Page_005_Line25.gt.tif,greek1516_Page_005_Line25.gt.txt,Mat,3,10
167,,5,26,greek1516_Page_005_Line26.gt.tif,greek1516_Page_005_Line26.gt.txt,Mat,3,11
168,,5,27,greek1516_Page_005_Line27.gt.tif,greek1516_Page_005_Line27.gt.txt,Mat,3,11
169,,5,28,greek1516_Page_005_Line28.gt.tif,greek1516_Page_005_Line28.gt.txt,Mat,3,11
170,,5,29,greek1516_Page_005_Line29.gt.tif,greek1516_Page_005_Line29.gt.txt,Mat,3,11
171,,5,30,greek1516_Page_005_Line30.gt.tif,greek1516_Page_005_Line30.gt.txt,Mat,3,11
172,,5,31,greek1516_Page_005_Line31.gt.tif,greek1516_Page_005_Line31.gt.txt,Mat,3,12
173,,5,32,greek1516_Page_005_Line32.gt.tif,greek1516_Page_005_Line32.gt.txt,Mat,3,12
174,,5,33,greek1516_Page_005_Line33.gt.tif,greek1516_Page_005_Line33.gt.txt,Mat,3,12
175,,5,34,greek1516_Page_005_Line34.gt.tif,greek1516_Page_005_Line34.gt.txt,Mat,3,13
176,,5,35,greek1516_Page_005_Line35.gt.tif,greek1516_Page_005_Line35.gt.txt,Mat,3,13
177,,5,36,greek1516_Page_005_Line36.gt.tif,greek1516_Page_005_Line36.gt.txt,Mat,3,14
178,,5,37,greek1516_Page_005_Line37.gt.tif,greek1516_Page_005_Line37.gt.txt,Mat,3,14
179,,5,38,greek1516_Page_005_Line38.gt.tif,greek1516_Page_005_Line38.gt.txt,Mat,3,14
180,,5,39,greek1516_Page_005_Line39.gt.tif,greek1516_Page_005_Line39.gt.txt,Mat,3,15
181,,5,40,greek1516_Page_005_Line40.gt.tif,greek1516_Page_005_Line40.gt.txt,Mat,3,15
182,,6,1,greek1516_Page_006_Line1.gt.tif,greek1516_Page_006_Line1.gt.txt,Mat,3,15
183,,6,2,greek1516_Page_006_Line2.gt.tif,greek1516_Page_006_Line2.gt.txt,Mat,3,16
184,,6,3,greek1516_Page_006_Line3.gt.tif,greek1516_Page_006_Line3.gt.txt,Mat,3,16
185,,6,4,greek1516_Page_006_Line4.gt.tif,greek1516_Page_006_Line4.gt.txt,Mat,3,16
186,,6,5,greek1516_Page_006_Line5.gt.tif,greek1516_Page_006_Line5.gt.txt,Mat,3,16
187,,6,6,greek1516_Page_006_Line6.gt.tif,greek1516_Page_006_Line6.gt.txt,Mat,3,17
188,,6,7,greek1516_Page_006_Line7.gt.tif,greek1516_Page_006_Line7.gt.txt,Mat,3,17
189,,6,8,greek1516_Page_006_Line8.gt.tif,greek1516_Page_006_Line8.gt.txt,Mat,4,1
190,,6,9,greek1516_Page_006_Line9.gt.tif,greek1516_Page_006_Line9.gt.txt,Mat,4,1
191,,6,10,greek1516_Page_006_Line10.gt.tif,greek1516_Page_006_Line10.gt.txt,Mat,4,2
192,,6,11,greek1516_Page_006_Line11.gt.tif,greek1516_Page_006_Line11.gt.txt,Mat,4,2
193,,6,12,greek1516_Page_006_Line12.gt.tif,greek1516_Page_006_Line12.gt.txt,Mat,4,3
194,,6,13,greek1516_Page_006_Line13.gt.tif,greek1516_Page_006_Line13.gt.txt,Mat,4,3
195,,6,14,greek1516_Page_006_Line14.gt.tif,greek1516_Page_006_Line14.gt.txt,Mat,4,4
196,,6,15,greek1516_Page_006_Line15.gt.tif,greek1516_Page_006_Line15.gt.txt,Mat,4,4
197,,6,16,greek1516_Page_006_Line16.gt.tif,greek1516_Page_006_Line16.gt.txt,Mat,4,4
198,,6,17,greek1516_Page_006_Line17.gt.tif,greek1516_Page_006_Line17.gt.txt,Mat,4,5
199,,6,18,greek1516_Page_006_Line18.gt.tif,greek1516_Page_006_Line18.gt.txt,Mat,4,5
200,,6,19,greek1516_Page_006_Line19.gt.tif,greek1516_Page_006_Line19.gt.txt,Mat,4,6
201,,6,20,greek1516_Page_006_Line20.gt.tif,greek1516_Page_006_Line20.gt.txt,Mat,4,6
202,,6,21,greek1516_Page_006_Line21.gt.tif,greek1516_Page_006_Line21.gt.txt,Mat,4,6
203,,6,22,greek1516_Page_006_Line22.gt.tif,greek1516_Page_006_Line22.gt.txt,Mat,4,6
204,,6,23,greek1516_Page_006_Line23.gt.tif,greek1516_Page_006_Line23.gt.txt,Mat,4,7
205,,6,24,greek1516_Page_006_Line24.gt.tif,greek1516_Page_006_Line24.gt.txt,Mat,4,7
206,,6,25,greek1516_Page_006_Line25.gt.tif,greek1516_Page_006_Line25.gt.txt,Mat,4,8
207,,6,26,greek1516_Page_006_Line26.gt.tif,greek1516_Page_006_Line26.gt.txt,Mat,4,8
208,,6,27,greek1516_Page_006_Line27.gt.tif,greek1516_Page_006_Line27.gt.txt,Mat,4,8
209,,6,28,greek1516_Page_006_Line28.gt.tif,greek1516_Page_006_Line28.gt.txt,Mat,4,9
210,,6,29,greek1516_Page_006_Line29.gt.tif,greek1516_Page_006_Line29.gt.txt,Mat,4,10
211,,6,30,greek1516_Page_006_Line30.gt.tif,greek1516_Page_006_Line30.gt.txt,Mat,4,10
212,,6,31,greek1516_Page_006_Line31.gt.tif,greek1516_Page_006_Line31.gt.txt,Mat,4,10
213,,6,32,greek1516_Page_006_Line32.gt.tif,greek1516_Page_006_Line32.gt.txt,Mat,4,11
214,,6,33,greek1516_Page_006_Line33.gt.tif,greek1516_Page_006_Line33.gt.txt,Mat,4,11
215,,6,34,greek1516_Page_006_Line34.gt.tif,greek1516_Page_006_Line34.gt.txt,Mat,4,12
216,,6,35,greek1516_Page_006_Line35.gt.tif,greek1516_Page_006_Line35.gt.txt,Mat,4,12
217,,6,36,greek1516_Page_006_Line36.gt.tif,greek1516_Page_006_Line36.gt.txt,Mat,4,13
218,,6,37,greek1516_Page_006_Line37.gt.tif,greek1516_Page_006_Line37.gt.txt,Mat,4,13
219,,6,38,greek1516_Page_006_Line38.gt.tif,greek1516_Page_006_Line38.gt.txt,Mat,4,13
220,,6,39,greek1516_Page_006_Line39.gt.tif,greek1516_Page_006_Line39.gt.txt,Mat,4,14
221,,6,40,greek1516_Page_006_Line40.gt.tif,greek1516_Page_006_Line40.gt.txt,Mat,4,15
222,,7,1,greek1516_Page_007_Line1.gt.tif,greek1516_Page_007_Line1.gt.txt,Mat,4,15
223,,7,2,greek1516_Page_007_Line2.gt.tif,greek1516_Page_007_Line2.gt.txt,Mat,4,16
224,,7,3,greek1516_Page_007_Line3.gt.tif,greek1516_Page_007_Line3.gt.txt,Mat,4,16
225,,7,4,greek1516_Page_007_Line4.gt.tif,greek1516_Page_007_Line4.gt.txt,Mat,4,16
226,,7,5,greek1516_Page_007_Line5.gt.tif,greek1516_Page_007_Line5.gt.txt,Mat,4,17
227,,7,6,greek1516_Page_007_Line6.gt.tif,greek1516_Page_007_Line6.gt.txt,Mat,4,17
228,,7,7,greek1516_Page_007_Line7.gt.tif,greek1516_Page_007_Line7.gt.txt,Mat,4,18
229,,7,8,greek1516_Page_007_Line8.gt.tif,greek1516_Page_007_Line8.gt.txt,Mat,4,18
230,,7,9,greek1516_Page_007_Line9.gt.tif,greek1516_Page_007_Line9.gt.txt,Mat,4,18
231,,7,10,greek1516_Page_007_Line10.gt.tif,greek1516_Page_007_Line10.gt.txt,Mat,4,18
232,,7,11,greek1516_Page_007_Line11.gt.tif,greek1516_Page_007_Line11.gt.txt,Mat,4,18
233,,7,12,greek1516_Page_007_Line12.gt.tif,greek1516_Page_007_Line12.gt.txt,Mat,4,19
234,,7,13,greek1516_Page_007_Line13.gt.tif,greek1516_Page_007_Line13.gt.txt,Mat,4,19
235,,7,14,greek1516_Page_007_Line14.gt.tif,greek1516_Page_007_Line14.gt.txt,Mat,4,20
236,,7,15,greek1516_Page_007_Line15.gt.tif,greek1516_Page_007_Line15.gt.txt,Mat,4,21
237,,7,16,greek1516_Page_007_Line16.gt.tif,greek1516_Page_007_Line16.gt.txt,Mat,4,21
238,,7,17,greek1516_Page_007_Line17.gt.tif,greek1516_Page_007_Line17.gt.txt,Mat,4,21
239,,7,18,greek1516_Page_007_Line18.gt.tif,greek1516_Page_007_Line18.gt.txt,Mat,4,21
240,,7,19,greek1516_Page_007_Line19.gt.tif,greek1516_Page_007_Line19.gt.txt,Mat,4,21
241,,7,20,greek1516_Page_007_Line20.gt.tif,greek1516_Page_007_Line20.gt.txt,Mat,4,22
242,,7,21,greek1516_Page_007_Line21.gt.tif,greek1516_Page_007_Line21.gt.txt,Mat,4,22
243,,7,22,greek1516_Page_007_Line22.gt.tif,greek1516_Page_007_Line22.gt.txt,Mat,4,23
244,,7,23,greek1516_Page_007_Line23.gt.tif,greek1516_Page_007_Line23.gt.txt,Mat,4,23
245,,7,24,greek1516_Page_007_Line24.gt.tif,greek1516_Page_007_Line24.gt.txt,Mat,4,23
246,,7,25,greek1516_Page_007_Line25.gt.tif,greek1516_Page_007_Line25.gt.txt,Mat,4,23
247,,7,26,greek1516_Page_007_Line26.gt.tif,greek1516_Page_007_Line26.gt.txt,Mat,4,23
248,,7,27,greek1516_Page_007_Line27.gt.tif,greek1516_Page_007_Line27.gt.txt,Mat,4,24
249,,7,28,greek1516_Page_007_Line28.gt.tif,greek1516_Page_007_Line28.gt.txt,Mat,4,24
250,,7,29,greek1516_Page_007_Line29.gt.tif,greek1516_Page_007_Line29.gt.txt,Mat,4,24
251,,7,30,greek1516_Page_007_Line30.gt.tif,greek1516_Page_007_Line30.gt.txt,Mat,4,24
