LineImageFile,ImgPageNum,ImgPageLineNum,LineTextFile,PageTextFile,StartBook,StartChapter,StartVerse
greek1516_Page_005_Line15.tif,5,15,,,,,
greek1516_Page_005_Line16.tif,5,16,,,,,
greek1516_Page_005_Line17.tif,5,17,,,,,
greek1516_Page_005_Line18.tif,5,18,,,,,
greek1516_Page_005_Line19.tif,5,19,,,,,
greek1516_Page_005_Line20.tif,5,20,,,,,
greek1516_Page_005_Line21.tif,5,21,,,,,
greek1516_Page_005_Line22.tif,5,22,,,,,
greek1516_Page_005_Line23.tif,5,23,,,,,
greek1516_Page_005_Line24.tif,5,24,,,,,
greek1516_Page_005_Line25.tif,5,25,,,,,
greek1516_Page_005_Line26.tif,5,26,,,,,
greek1516_Page_005_Line27.tif,5,27,,,,,
greek1516_Page_005_Line28.tif,5,28,,,,,
greek1516_Page_005_Line29.tif,5,29,,,,,
greek1516_Page_005_Line30.tif,5,30,,,,,
greek1516_Page_005_Line31.tif,5,31,,,,,
greek1516_Page_005_Line32.tif,5,32,,,,,
greek1516_Page_005_Line33.tif,5,33,,,,,
greek1516_Page_005_Line34.tif,5,34,,,,,
greek1516_Page_005_Line35.tif,5,35,,,,,
greek1516_Page_005_Line36.tif,5,36,,,,,
greek1516_Page_005_Line37.tif,5,37,,,,,
greek1516_Page_005_Line38.tif,5,38,,,,,
greek1516_Page_005_Line39.tif,5,39,,,,,
greek1516_Page_005_Line40.tif,5,40,,,,,
greek1516_Page_005_Line41.tif,5,41,,,,,
greek1516_Page_006_Line1.tif,6,1,,,,,
greek1516_Page_006_Line2.tif,6,2,,,,,
greek1516_Page_006_Line3.tif,6,3,,,,,
greek1516_Page_006_Line4.tif,6,4,,,,,
greek1516_Page_006_Line5.tif,6,5,,,,,
greek1516_Page_006_Line6.tif,6,6,,,,,
greek1516_Page_006_Line7.tif,6,7,,,,,
greek1516_Page_006_Line8.tif,6,8,,,,,
greek1516_Page_006_Line9.tif,6,9,,,,,
greek1516_Page_006_Line10.tif,6,10,,,,,
greek1516_Page_006_Line11.tif,6,11,,,,,
greek1516_Page_006_Line12.tif,6,12,,,,,
greek1516_Page_006_Line13.tif,6,13,,,,,
greek1516_Page_006_Line14.tif,6,14,,,,,
greek1516_Page_006_Line15.tif,6,15,,,,,
greek1516_Page_006_Line16.tif,6,16,,,,,
greek1516_Page_006_Line17.tif,6,17,,,,,
greek1516_Page_006_Line18.tif,6,18,,,,,
greek1516_Page_006_Line19.tif,6,19,,,,,
greek1516_Page_006_Line20.tif,6,20,,,,,
greek1516_Page_006_Line21.tif,6,21,,,,,
greek1516_Page_006_Line22.tif,6,22,,,,,
greek1516_Page_006_Line23.tif,6,23,,,,,
greek1516_Page_006_Line24.tif,6,24,,,,,
greek1516_Page_006_Line25.tif,6,25,,,,,
greek1516_Page_006_Line26.tif,6,26,,,,,
greek1516_Page_006_Line27.tif,6,27,,,,,
greek1516_Page_006_Line28.tif,6,28,,,,,
greek1516_Page_006_Line29.tif,6,29,,,,,
greek1516_Page_006_Line30.tif,6,30,,,,,
greek1516_Page_006_Line31.tif,6,31,,,,,
greek1516_Page_006_Line32.tif,6,32,,,,,
greek1516_Page_006_Line33.tif,6,33,,,,,
greek1516_Page_006_Line34.tif,6,34,,,,,
greek1516_Page_006_Line35.tif,6,35,,,,,
greek1516_Page_006_Line36.tif,6,36,,,,,
greek1516_Page_006_Line37.tif,6,37,,,,,
greek1516_Page_006_Line38.tif,6,38,,,,,
greek1516_Page_006_Line39.tif,6,39,,,,,
greek1516_Page_006_Line40.tif,6,40,,,,,
greek1516_Page_006_Line41.tif,6,41,,,,,
greek1516_Page_007_Line1.tif,7,1,,,,,
greek1516_Page_007_Line2.tif,7,2,,,,,
greek1516_Page_007_Line3.tif,7,3,,,,,
greek1516_Page_007_Line4.tif,7,4,,,,,
greek1516_Page_007_Line5.tif,7,5,,,,,
greek1516_Page_007_Line6.tif,7,6,,,,,
greek1516_Page_007_Line7.tif,7,7,,,,,
greek1516_Page_007_Line8.tif,7,8,,,,,
greek1516_Page_007_Line9.tif,7,9,,,,,
greek1516_Page_007_Line10.tif,7,10,,,,,
greek1516_Page_007_Line11.tif,7,11,,,,,
greek1516_Page_007_Line12.tif,7,12,,,,,
greek1516_Page_007_Line13.tif,7,13,,,,,
greek1516_Page_007_Line14.tif,7,14,,,,,
greek1516_Page_007_Line15.tif,7,15,,,,,
greek1516_Page_007_Line16.tif,7,16,,,,,
greek1516_Page_007_Line17.tif,7,17,,,,,
greek1516_Page_007_Line18.tif,7,18,,,,,
greek1516_Page_007_Line19.tif,7,19,,,,,
greek1516_Page_007_Line20.tif,7,20,,,,,
greek1516_Page_007_Line21.tif,7,21,,,,,
greek1516_Page_007_Line22.tif,7,22,,,,,
greek1516_Page_007_Line23.tif,7,23,,,,,
greek1516_Page_007_Line24.tif,7,24,,,,,
greek1516_Page_007_Line25.tif,7,25,,,,,
greek1516_Page_007_Line26.tif,7,26,,,,,
greek1516_Page_007_Line27.tif,7,27,,,,,
greek1516_Page_007_Line28.tif,7,28,,,,,
greek1516_Page_007_Line29.tif,7,29,,,,,
greek1516_Page_007_Line30.tif,7,30,,,,,
greek1516_Page_007_Line31.tif,7,31,,,,,
greek1516_Page_007_Line32.tif,7,32,,,,,
greek1516_Page_007_Line33.tif,7,33,,,,,
greek1516_Page_007_Line34.tif,7,34,,,,,
greek1516_Page_007_Line35.tif,7,35,,,,,
greek1516_Page_007_Line36.tif,7,36,,,,,
greek1516_Page_007_Line37.tif,7,37,,,,,
greek1516_Page_007_Line38.tif,7,38,,,,,
greek1516_Page_007_Line39.tif,7,39,,,,,
greek1516_Page_007_Line40.tif,7,40,,,,,
greek1516_Page_007_Line41.tif,7,41,,,,,
greek1516_Page_008_Line1.tif,8,1,,,,,
greek1516_Page_008_Line2.tif,8,2,,,,,
greek1516_Page_008_Line3.tif,8,3,,,,,
greek1516_Page_008_Line4.tif,8,4,,,,,
greek1516_Page_008_Line5.tif,8,5,,,,,
greek1516_Page_008_Line6.tif,8,6,,,,,
greek1516_Page_008_Line7.tif,8,7,,,,,
greek1516_Page_008_Line8.tif,8,8,,,,,
greek1516_Page_008_Line9.tif,8,9,,,,,
greek1516_Page_008_Line10.tif,8,10,,,,,
greek1516_Page_008_Line11.tif,8,11,,,,,
greek1516_Page_008_Line12.tif,8,12,,,,,
greek1516_Page_008_Line13.tif,8,13,,,,,
greek1516_Page_008_Line14.tif,8,14,,,,,
greek1516_Page_008_Line15.tif,8,15,,,,,
greek1516_Page_008_Line16.tif,8,16,,,,,
greek1516_Page_008_Line17.tif,8,17,,,,,
greek1516_Page_008_Line18.tif,8,18,,,,,
greek1516_Page_008_Line19.tif,8,19,,,,,
greek1516_Page_008_Line20.tif,8,20,,,,,
greek1516_Page_008_Line21.tif,8,21,,,,,
greek1516_Page_008_Line22.tif,8,22,,,,,
greek1516_Page_008_Line23.tif,8,23,,,,,
greek1516_Page_008_Line24.tif,8,24,,,,,
greek1516_Page_008_Line25.tif,8,25,,,,,
greek1516_Page_008_Line26.tif,8,26,,,,,
greek1516_Page_008_Line27.tif,8,27,,,,,
greek1516_Page_008_Line28.tif,8,28,,,,,
greek1516_Page_008_Line29.tif,8,29,,,,,
greek1516_Page_008_Line30.tif,8,30,,,,,
greek1516_Page_008_Line31.tif,8,31,,,,,
greek1516_Page_008_Line32.tif,8,32,,,,,
greek1516_Page_008_Line33.tif,8,33,,,,,
greek1516_Page_008_Line34.tif,8,34,,,,,
greek1516_Page_008_Line35.tif,8,35,,,,,
greek1516_Page_008_Line36.tif,8,36,,,,,
greek1516_Page_008_Line37.tif,8,37,,,,,
greek1516_Page_008_Line38.tif,8,38,,,,,
greek1516_Page_008_Line39.tif,8,39,,,,,
greek1516_Page_008_Line40.tif,8,40,,,,,
greek1516_Page_008_Line41.tif,8,41,,,,,
greek1516_Page_009_Line1.tif,9,1,,,,,
greek1516_Page_009_Line2.tif,9,2,,,,,
greek1516_Page_009_Line3.tif,9,3,,,,,
greek1516_Page_009_Line4.tif,9,4,,,,,
greek1516_Page_009_Line5.tif,9,5,,,,,
greek1516_Page_009_Line6.tif,9,6,,,,,
greek1516_Page_009_Line7.tif,9,7,,,,,
greek1516_Page_009_Line8.tif,9,8,,,,,
greek1516_Page_009_Line9.tif,9,9,,,,,
greek1516_Page_009_Line10.tif,9,10,,,,,
greek1516_Page_009_Line11.tif,9,11,,,,,
greek1516_Page_009_Line12.tif,9,12,,,,,
greek1516_Page_009_Line13.tif,9,13,,,,,
greek1516_Page_009_Line14.tif,9,14,,,,,
greek1516_Page_009_Line15.tif,9,15,,,,,
greek1516_Page_009_Line16.tif,9,16,,,,,
greek1516_Page_009_Line17.tif,9,17,,,,,
greek1516_Page_009_Line18.tif,9,18,,,,,
greek1516_Page_009_Line19.tif,9,19,,,,,
greek1516_Page_009_Line20.tif,9,20,,,,,
greek1516_Page_009_Line21.tif,9,21,,,,,
greek1516_Page_009_Line22.tif,9,22,,,,,
greek1516_Page_009_Line23.tif,9,23,,,,,
greek1516_Page_009_Line24.tif,9,24,,,,,
greek1516_Page_009_Line25.tif,9,25,,,,,
greek1516_Page_009_Line26.tif,9,26,,,,,
greek1516_Page_009_Line27.tif,9,27,,,,,
greek1516_Page_009_Line28.tif,9,28,,,,,
greek1516_Page_009_Line29.tif,9,29,,,,,
greek1516_Page_009_Line30.tif,9,30,,,,,
greek1516_Page_009_Line31.tif,9,31,,,,,
greek1516_Page_009_Line32.tif,9,32,,,,,
greek1516_Page_009_Line33.tif,9,33,,,,,
greek1516_Page_009_Line34.tif,9,34,,,,,
greek1516_Page_009_Line35.tif,9,35,,,,,
greek1516_Page_009_Line36.tif,9,36,,,,,
greek1516_Page_009_Line37.tif,9,37,,,,,
greek1516_Page_009_Line38.tif,9,38,,,,,
greek1516_Page_009_Line39.tif,9,39,,,,,
greek1516_Page_009_Line40.tif,9,40,,,,,
greek1516_Page_010_Line1.tif,10,1,,,,,
greek1516_Page_010_Line2.tif,10,2,,,,,
greek1516_Page_010_Line3.tif,10,3,,,,,
greek1516_Page_010_Line4.tif,10,4,,,,,
greek1516_Page_010_Line5.tif,10,5,,,,,
greek1516_Page_010_Line6.tif,10,6,,,,,
greek1516_Page_010_Line7.tif,10,7,,,,,
greek1516_Page_010_Line8.tif,10,8,,,,,
greek1516_Page_010_Line9.tif,10,9,,,,,
greek1516_Page_010_Line10.tif,10,10,,,,,
greek1516_Page_010_Line11.tif,10,11,,,,,
greek1516_Page_010_Line12.tif,10,12,,,,,
greek1516_Page_010_Line13.tif,10,13,,,,,
greek1516_Page_010_Line14.tif,10,14,,,,,
greek1516_Page_010_Line15.tif,10,15,,,,,
greek1516_Page_010_Line16.tif,10,16,,,,,
greek1516_Page_010_Line17.tif,10,17,,,,,
greek1516_Page_010_Line18.tif,10,18,,,,,
greek1516_Page_010_Line19.tif,10,19,,,,,
greek1516_Page_010_Line20.tif,10,20,,,,,
greek1516_Page_010_Line21.tif,10,21,,,,,
greek1516_Page_010_Line22.tif,10,22,,,,,
greek1516_Page_010_Line23.tif,10,23,,,,,
greek1516_Page_010_Line24.tif,10,24,,,,,
greek1516_Page_010_Line25.tif,10,25,,,,,
greek1516_Page_010_Line26.tif,10,26,,,,,
greek1516_Page_010_Line27.tif,10,27,,,,,
greek1516_Page_010_Line28.tif,10,28,,,,,
greek1516_Page_010_Line29.tif,10,29,,,,,
greek1516_Page_010_Line30.tif,10,30,,,,,
greek1516_Page_010_Line31.tif,10,31,,,,,
greek1516_Page_010_Line32.tif,10,32,,,,,
greek1516_Page_010_Line33.tif,10,33,,,,,
greek1516_Page_010_Line34.tif,10,34,,,,,
greek1516_Page_010_Line35.tif,10,35,,,,,
greek1516_Page_010_Line36.tif,10,36,,,,,
greek1516_Page_010_Line37.tif,10,37,,,,,
greek1516_Page_010_Line38.tif,10,38,,,,,
greek1516_Page_010_Line39.tif,10,39,,,,,
greek1516_Page_010_Line40.tif,10,40,,,,,
greek1516_Page_011_Line1.tif,11,1,,,,,
greek1516_Page_011_Line2.tif,11,2,,,,,
greek1516_Page_011_Line3.tif,11,3,,,,,
greek1516_Page_011_Line4.tif,11,4,,,,,
greek1516_Page_011_Line5.tif,11,5,,,,,
greek1516_Page_011_Line6.tif,11,6,,,,,
greek1516_Page_011_Line7.tif,11,7,,,,,
greek1516_Page_011_Line8.tif,11,8,,,,,
greek1516_Page_011_Line9.tif,11,9,,,,,
greek1516_Page_011_Line10.tif,11,10,,,,,
greek1516_Page_011_Line11.tif,11,11,,,,,
greek1516_Page_011_Line12.tif,11,12,,,,,
greek1516_Page_011_Line13.tif,11,13,,,,,
greek1516_Page_011_Line14.tif,11,14,,,,,
greek1516_Page_011_Line15.tif,11,15,,,,,
greek1516_Page_011_Line16.tif,11,16,,,,,
greek1516_Page_011_Line17.tif,11,17,,,,,
greek1516_Page_011_Line18.tif,11,18,,,,,
greek1516_Page_011_Line19.tif,11,19,,,,,
greek1516_Page_011_Line20.tif,11,20,,,,,
greek1516_Page_011_Line21.tif,11,21,,,,,
greek1516_Page_011_Line22.tif,11,22,,,,,
greek1516_Page_011_Line23.tif,11,23,,,,,
greek1516_Page_011_Line24.tif,11,24,,,,,
greek1516_Page_011_Line25.tif,11,25,,,,,
greek1516_Page_011_Line26.tif,11,26,,,,,
greek1516_Page_011_Line27.tif,11,27,,,,,
greek1516_Page_011_Line28.tif,11,28,,,,,
greek1516_Page_011_Line29.tif,11,29,,,,,
greek1516_Page_011_Line30.tif,11,30,,,,,
greek1516_Page_011_Line31.tif,11,31,,,,,
greek1516_Page_011_Line32.tif,11,32,,,,,
greek1516_Page_011_Line33.tif,11,33,,,,,
greek1516_Page_011_Line34.tif,11,34,,,,,
greek1516_Page_011_Line35.tif,11,35,,,,,
greek1516_Page_011_Line36.tif,11,36,,,,,
greek1516_Page_011_Line37.tif,11,37,,,,,
greek1516_Page_011_Line38.tif,11,38,,,,,
greek1516_Page_011_Line39.tif,11,39,,,,,
greek1516_Page_012_Line1.tif,12,1,,,,,
greek1516_Page_012_Line2.tif,12,2,,,,,
greek1516_Page_012_Line3.tif,12,3,,,,,
greek1516_Page_012_Line4.tif,12,4,,,,,
greek1516_Page_012_Line5.tif,12,5,,,,,
greek1516_Page_012_Line6.tif,12,6,,,,,
greek1516_Page_012_Line7.tif,12,7,,,,,
greek1516_Page_012_Line8.tif,12,8,,,,,
greek1516_Page_012_Line9.tif,12,9,,,,,
greek1516_Page_012_Line10.tif,12,10,,,,,
greek1516_Page_012_Line11.tif,12,11,,,,,
greek1516_Page_012_Line12.tif,12,12,,,,,
greek1516_Page_012_Line13.tif,12,13,,,,,
greek1516_Page_012_Line14.tif,12,14,,,,,
greek1516_Page_012_Line15.tif,12,15,,,,,
greek1516_Page_012_Line16.tif,12,16,,,,,
greek1516_Page_012_Line17.tif,12,17,,,,,
greek1516_Page_012_Line18.tif,12,18,,,,,
greek1516_Page_012_Line19.tif,12,19,,,,,
greek1516_Page_012_Line20.tif,12,20,,,,,
greek1516_Page_012_Line21.tif,12,21,,,,,
greek1516_Page_012_Line22.tif,12,22,,,,,
greek1516_Page_012_Line23.tif,12,23,,,,,
greek1516_Page_012_Line24.tif,12,24,,,,,
greek1516_Page_012_Line25.tif,12,25,,,,,
greek1516_Page_012_Line26.tif,12,26,,,,,
greek1516_Page_012_Line27.tif,12,27,,,,,
greek1516_Page_012_Line28.tif,12,28,,,,,
greek1516_Page_012_Line29.tif,12,29,,,,,
greek1516_Page_012_Line30.tif,12,30,,,,,
greek1516_Page_012_Line31.tif,12,31,,,,,
greek1516_Page_012_Line32.tif,12,32,,,,,
greek1516_Page_012_Line33.tif,12,33,,,,,
greek1516_Page_012_Line34.tif,12,34,,,,,
greek1516_Page_012_Line35.tif,12,35,,,,,
greek1516_Page_012_Line36.tif,12,36,,,,,
greek1516_Page_012_Line37.tif,12,37,,,,,
greek1516_Page_012_Line38.tif,12,38,,,,,
greek1516_Page_012_Line39.tif,12,39,,,,,
greek1516_Page_013_Line1.tif,13,1,,,,,
greek1516_Page_013_Line2.tif,13,2,,,,,
greek1516_Page_013_Line3.tif,13,3,,,,,
greek1516_Page_013_Line4.tif,13,4,,,,,
greek1516_Page_013_Line5.tif,13,5,,,,,
greek1516_Page_013_Line6.tif,13,6,,,,,
greek1516_Page_013_Line7.tif,13,7,,,,,
greek1516_Page_013_Line8.tif,13,8,,,,,
greek1516_Page_013_Line9.tif,13,9,,,,,
greek1516_Page_013_Line10.tif,13,10,,,,,
greek1516_Page_013_Line11.tif,13,11,,,,,
greek1516_Page_013_Line12.tif,13,12,,,,,
greek1516_Page_013_Line13.tif,13,13,,,,,
greek1516_Page_013_Line14.tif,13,14,,,,,
greek1516_Page_013_Line15.tif,13,15,,,,,
greek1516_Page_013_Line16.tif,13,16,,,,,
greek1516_Page_013_Line17.tif,13,17,,,,,
greek1516_Page_013_Line18.tif,13,18,,,,,
greek1516_Page_013_Line19.tif,13,19,,,,,
greek1516_Page_013_Line20.tif,13,20,,,,,
greek1516_Page_013_Line21.tif,13,21,,,,,
greek1516_Page_013_Line22.tif,13,22,,,,,
greek1516_Page_013_Line23.tif,13,23,,,,,
greek1516_Page_013_Line24.tif,13,24,,,,,
greek1516_Page_013_Line25.tif,13,25,,,,,
greek1516_Page_013_Line26.tif,13,26,,,,,
greek1516_Page_013_Line27.tif,13,27,,,,,
greek1516_Page_013_Line28.tif,13,28,,,,,
greek1516_Page_013_Line29.tif,13,29,,,,,
greek1516_Page_013_Line30.tif,13,30,,,,,
greek1516_Page_013_Line31.tif,13,31,,,,,
greek1516_Page_013_Line32.tif,13,32,,,,,
greek1516_Page_013_Line33.tif,13,33,,,,,
greek1516_Page_013_Line34.tif,13,34,,,,,
greek1516_Page_013_Line35.tif,13,35,,,,,
greek1516_Page_013_Line36.tif,13,36,,,,,
greek1516_Page_013_Line37.tif,13,37,,,,,
greek1516_Page_013_Line38.tif,13,38,,,,,
greek1516_Page_013_Line39.tif,13,39,,,,,
greek1516_Page_013_Line40.tif,13,40,,,,,
greek1516_Page_014_Line1.tif,14,1,,,,,
greek1516_Page_014_Line2.tif,14,2,,,,,
greek1516_Page_014_Line3.tif,14,3,,,,,
greek1516_Page_014_Line4.tif,14,4,,,,,
greek1516_Page_014_Line5.tif,14,5,,,,,
greek1516_Page_014_Line6.tif,14,6,,,,,
greek1516_Page_014_Line7.tif,14,7,,,,,
greek1516_Page_014_Line8.tif,14,8,,,,,
greek1516_Page_014_Line9.tif,14,9,,,,,
greek1516_Page_014_Line10.tif,14,10,,,,,
greek1516_Page_014_Line11.tif,14,11,,,,,
greek1516_Page_014_Line12.tif,14,12,,,,,
greek1516_Page_014_Line13.tif,14,13,,,,,
greek1516_Page_014_Line14.tif,14,14,,,,,
greek1516_Page_014_Line15.tif,14,15,,,,,
greek1516_Page_014_Line16.tif,14,16,,,,,
greek1516_Page_014_Line17.tif,14,17,,,,,
greek1516_Page_014_Line18.tif,14,18,,,,,
greek1516_Page_014_Line19.tif,14,19,,,,,
greek1516_Page_014_Line20.tif,14,20,,,,,
greek1516_Page_014_Line21.tif,14,21,,,,,
greek1516_Page_014_Line22.tif,14,22,,,,,
greek1516_Page_014_Line23.tif,14,23,,,,,
greek1516_Page_014_Line24.tif,14,24,,,,,
greek1516_Page_014_Line25.tif,14,25,,,,,
greek1516_Page_014_Line26.tif,14,26,,,,,
greek1516_Page_014_Line27.tif,14,27,,,,,
greek1516_Page_014_Line28.tif,14,28,,,,,
