	105	6143	174	6246
ο	178	6148	216	6203
	225	6124	277	6203
.	285	6143	301	6176
Κ	368	6120	444	6208
ύ	425	6101	485	6255
μ	517	6139	601	6208
ὴ	611	6152	648	6250
ἑ	676	6152	718	6255
υ	731	6152	768	6203
ρ	774	6115	862	6208
ο	844	6111	894	6259
ῦ	871	6152	918	6246
σ	926	6157	987	6218
	982	6152	1067	6222
τ	1108	6152	1196	6255
σ	1229	6157	1284	6227
ῶ	1280	6157	1336	6250
μ	1340	6143	1419	6218
α	1424	6157	1484	6212
ἀ	1531	6162	1591	6255
υ	1595	6162	1628	6218
τ	1638	6162	1693	6212
ο	1702	6157	1744	6218
ῦ	1749	6162	1799	6259
,	1795	6143	1819	6184
λ	1861	6162	1958	6274
	1962	6143	1996	6231
	26	5972	99	6060
ο	105	5976	146	6032
	151	5948	201	6032
λ	234	5980	290	6051
έ	304	5976	350	6079
γ	350	5957	425	6041
ο	434	5980	472	6036
υ	481	5980	517	6032
σ	527	5980	588	6045
	579	5967	695	6045
,	659	5930	727	6091
	793	5934	857	6087
ὑ	890	5985	931	6073
	941	5957	1042	6079
α	1033	5985	1089	6036
σ	1094	5985	1164	6055
ΐ	1158	5980	1201	6101
α	1201	5985	1256	6041
	1261	5962	1312	6041
ἀ	1344	5985	1409	6073
	1409	5957	1512	6051
έ	1526	5985	1563	6083
λ	1567	5985	1628	6060
ω	1638	5989	1693	6036
	1702	5962	1758	6045
ἑ	1781	5989	1823	6092
φ	1833	5957	1893	6036
ρ	1897	5948	1934	6045
α	1949	5989	2009	6045
κ	35	5800	90	5860
έ	69	5772	120	5906
ν	105	5804	174	5897
	183	5804	272	5869
,	277	5772	393	5906
ὃ	335	5768	373	5920
ι	372	5768	424	5920
λ	420	5809	481	5884
έ	495	5809	532	5901
γ	536	5781	607	5865
ο	611	5785	648	5865
υ	662	5809	699	5865
σ	708	5809	778	5869
ι	787	5785	838	5869
	816	5781	838	5901
ἀ	871	5809	973	5906
υ	982	5809	1070	5916
	1031	5790	1083	5916
	1075	5790	1130	5869
	1196	5790	1201	5901
.	1205	5813	1308	5911
Κ	1312	5785	1419	5878
ὰ	1419	5813	1479	5911
ι	1488	5790	1512	5865
ἀ	1572	5818	1628	5911
π	1632	5813	1707	5869
ῆ	1711	5813	1763	5911
λ	1767	5818	1823	5888
ϑ	1827	5809	1897	5901
ο	1902	5818	1939	5869
	1949	5790	2004	5873
	35	5627	99	5739
ν	105	5637	137	5688
ὲ	146	5618	234	5739
ς	216	5618	234	5739
	343	5627	401	5739
σ	453	5637	513	5734
	513	5637	611	5734
ἡ	643	5637	685	5739
μ	695	5623	768	5693
ῖ	778	5637	815	5721
	815	5618	866	5697
ἐ	899	5637	935	5730
π	945	5642	1019	5693
ὶ	1025	5642	1149	5749
	1108	5614	1167	5753
μ	1182	5627	1261	5702
ν	1270	5642	1298	5697
η	1308	5627	1433	5702
μ	1397	5618	1445	5739
	1437	5642	1503	5739
ο	1507	5646	1544	5697
	1554	5618	1604	5702
,	1614	5633	1642	5669
	1674	5642	1818	5730
	1780	5642	1815	5730
	1874	5646	1925	5758
	1903	5627	1927	5762
υ	1916	5646	1953	5702
	26	5423	59	5516
υ	197	5460	346	5562
τ	308	5436	356	5575
ω	350	5470	411	5516
ς	416	5446	453	5516
,	462	5442	485	5479
κ	540	5465	611	5521
α	620	5470	652	5554
θ	644	5436	692	5575
ὼ	662	5451	773	5571
ν	815	5438	885	5562
	855	5434	888	5566
ἁ	922	5465	982	5562
ι	987	5470	1001	5516
γ	1042	5442	1113	5526
	1122	5470	1224	5530
	1237	5470	1331	5577
κ	1331	5460	1391	5526
ε	1400	5470	1428	5526
ς	1437	5455	1479	5526
	1507	5474	1554	5581
ι	1554	5470	1572	5521
π	1586	5474	1660	5526
ο	1670	5474	1707	5530
	1707	5446	1789	5526
ἀ	1823	5470	1889	5558
υ	1893	5470	2004	5586
	1958	5438	2009	5590
	21	5260	81	5391
ὀ	109	5260	155	5382
υ	165	5293	202	5344
κ	216	5293	262	5344
	290	5293	337	5404
ι	337	5293	429	5386
δ	434	5298	476	5354
ο	457	5247	499	5404
	481	5270	536	5348
.	541	5247	731	5400
	649	5243	719	5408
ἀ	764	5293	829	5382
υ	838	5298	871	5354
	880	5293	945	5391
ς	954	5279	997	5354
	1025	5298	1070	5410
ι	1070	5298	1089	5344
π	1103	5298	1177	5348
ε	1186	5270	1265	5358
	1250	5270	1265	5410
	1293	5260	1409	5358
ὸ	1419	5303	1460	5400
ς	1465	5279	1507	5386
ἀ	1535	5298	1591	5395
υ	1595	5303	1632	5354
	1628	5298	1679	5376
	1683	5298	1739	5404
	1754	5288	1777	5358
.	1781	5298	1874	5414
ᾧ	1871	5256	1899	5418
ἀ	1902	5293	2004	5391
ν	26	5089	63	5177
ό	71	5117	118	5209
η	121	5089	179	5209
τ	123	5117	253	5177
ο	258	5125	277	5172
ι	276	5089	277	5209
	364	5089	401	5215
β	420	5084	532	5209
ρ	520	5084	564	5219
α	541	5125	597	5181
δ	601	5125	667	5219
	671	5121	736	5219
ς	740	5108	783	5177
	806	5093	899	5219
ῇ	877	5093	899	5219
κ	922	5125	973	5181
α	982	5089	1080	5181
ρ	1062	5089	1105	5247
δ	1089	5125	1149	5219
ΐ	1158	5125	1196	5247
ᾳ	1201	5098	1261	5181
	1333	5125	1390	5196
	1447	5125	1531	5181
ι	1535	5131	1559	5191
	1567	5121	1614	5187
ε	1623	5125	1656	5181
ύ	1666	5125	1702	5224
	1711	5103	1805	5224
ἐ	1833	5125	1874	5215
	1878	5103	1967	5181
ὶ	1977	5131	2013	5243
π	26	4949	105	5005
ᾶ	105	4949	165	5042
σ	148	4929	208	5046
ι	174	4949	247	5014
	258	4921	309	5005
,	313	4936	328	4973
	377	4954	401	5061
ι	406	4936	476	5014
ἐ	508	4949	607	5047
λ	615	4949	676	5052
ά	649	4922	717	5056
λ	685	4954	750	5028
η	759	4949	802	5005
σ	806	4954	922	5014
α	894	4922	940	5056
	926	4926	973	5005
ὁ	1010	4954	1057	5052
ι	1061	4954	1085	5005
	1122	4917	1237	5014
ο	1252	4954	1289	5010
φ	1293	4936	1359	5024
ῆ	1368	4954	1409	5052
	1412	4909	1449	5056
.	1415	4913	1510	5014
Ο	1559	4949	1595	5020
ὐ	1595	4954	1642	5052
χ	1656	4930	1730	5020
ὶ	1735	4954	1771	5065
τ	1790	4954	1851	5010
α	1855	4958	1916	5014
ῦ	1921	4954	1972	5052
	1977	4945	2004	5033
	16	4773	63	4861
α	58	4778	118	4833
ἔ	142	4778	189	4875
δ	193	4778	253	4870
	262	4759	300	4870
	322	4782	411	4838
α	420	4778	476	4838
θ	485	4782	517	4866
	527	4778	592	4880
	592	4759	648	4838
	680	4778	755	4880
	759	4759	811	4838
Χ	838	4782	913	4847
Ρ	918	4782	963	4842
Ι	982	4782	1010	4857
Σ	1025	4778	1085	4847
Τ	1098	4778	1145	4842
Ο	1154	4782	1214	4847
Ν	1203	4763	1258	4880
,	1224	4763	1433	4880
	1355	4755	1410	4885
ἐ	1460	4782	1503	4870
ι	1512	4782	1535	4833
σ	1548	4782	1638	4847
ε	1615	4759	1670	4880
λ	1642	4782	1702	4852
θ	1711	4782	1749	4870
	1758	4778	1818	4880
	1818	4759	1874	4842
ἐ	1897	4782	1958	4875
ι	1977	4773	2004	4842
	21	4606	193	4707
δ	221	4606	285	4699
ό	294	4606	346	4707
ξ	350	4583	393	4694
α	392	4610	453	4666
	457	4583	508	4666
ἀ	541	4583	601	4699
υ	607	4610	643	4662
	648	4610	708	4713
;	718	4583	894	4717
Κ	797	4570	848	4721
ὰ	847	4570	886	4721
ι	885	4570	936	4721
ἀ	931	4574	1033	4694
ρ	1042	4583	1080	4699
ῥ	1089	4610	1145	4713
ά	1136	4574	1200	4713
	1145	4578	1308	4699
ο	1317	4610	1353	4666
ς	1368	4591	1409	4666
ἀ	1443	4615	1493	4713
	1503	4606	1586	4713
μ	1628	4591	1707	4666
ω	1716	4610	1771	4662
σ	1781	4587	1889	4703
έ	1883	4610	1944	4662
ω	1917	4587	1968	4703
ς	1953	4596	2000	4671
	26	4429	123	4531
ἀ	178	4434	239	4531
	239	4434	297	4536
π	337	4401	429	4484
ά	439	4434	500	4536
ν	504	4439	536	4495
	541	4434	583	4512
ω	588	4439	648	4490
	657	4415	708	4495
	736	4429	889	4540
	945	4396	1061	4499
ο	1066	4439	1103	4495
φ	1113	4415	1177	4503
η	1186	4439	1229	4490
	1229	4434	1381	4540
,	1381	4429	1409	4467
δ	1452	4439	1516	4531
ι	1521	4439	1540	4490
η	1554	4401	1632	4499
ρ	1638	4424	1711	4495
μ	1686	4401	1746	4536
	1716	4434	1818	4536
	1823	4439	1902	4522
ε	1911	4439	1939	4495
	1944	4415	2000	4499
ἀ	21	4262	86	4355
υ	90	4267	127	4317
	133	4229	206	4323
ῖ	211	4262	249	4345
ς	253	4244	297	4317
φ	328	4253	423	4373
	389	4246	423	4377
π	457	4267	532	4317
ά	541	4267	601	4369
σ	607	4267	667	4332
	662	4262	755	4327
ς	759	4253	802	4323
τ	829	4267	885	4323
	894	4262	991	4369
ς	991	4257	1019	4323
γ	1047	4239	1149	4327
	1102	4235	1138	4377
α	1158	4248	1275	4336
φ	1220	4235	1304	4377
	1289	4267	1381	4373
ῃ	1391	4257	1410	4323
τ	1443	4267	1503	4323
ὰ	1507	4267	1563	4373
	1586	4267	1674	4323
ε	1679	4267	1707	4323
ρ	1711	4229	1754	4323
ὶ	1767	4267	1798	4373
ἑ	1814	4267	1851	4373
α	1861	4267	1916	4323
υ	1921	4267	2022	4323
	21	4094	146	4160
,	155	4090	170	4113
	238	4039	349	4197
ῆ	384	4094	429	4188
ἤ	434	4062	456	4192
	429	4066	527	4156
ι	541	4100	560	4160
σ	573	4094	624	4160
α	624	4094	680	4146
	685	4072	736	4150
ἐ	768	4100	806	4192
ι	815	4085	871	4165
	866	4085	871	4192
	899	4090	1066	4197
κ	1108	4094	1158	4150
ώ	1164	4094	1229	4201
μ	1229	4076	1387	4188
	1381	4094	1415	4156
ἕ	1447	4100	1527	4206
ἑ	1563	4094	1604	4184
π	1610	4094	1683	4150
ο	1693	4094	1730	4150
ρ	1739	4058	1777	4146
ε	1786	4094	1814	4150
ύ	1827	4094	1874	4201
ο	1878	4094	1921	4150
ν	1930	4085	2000	4150
τ	21	3914	99	3978
,	72	3863	114	4029
	183	3867	294	4025
ἀ	328	3918	393	4006
υ	397	3923	434	3974
	439	3918	523	4025
ς	532	3905	570	3974
	611	3881	722	3978
ο	731	3923	768	3974
σ	755	3877	805	4025
ε	778	3923	866	3983
π	875	3923	950	3974
ο	954	3927	991	3983
ι	1006	3927	1029	3983
	1033	3918	1098	4021
	1098	3918	1162	3983
π	1201	3923	1275	3974
ο	1284	3923	1321	3978
	1331	3886	1368	4011
ῥ	1372	3877	1415	4016
ω	1424	3923	1479	3974
τ	1488	3923	1549	3978
έ	1563	3923	1595	4016
ρ	1595	3886	1638	3978
ω	1647	3923	1700	3974
π	1739	3923	1818	3978
ο	1796	3882	1846	4029
ρ	1827	3886	1916	3978
ε	1921	3923	1953	3978
ύ	1958	3923	2004	4025
ε	30	3746	67	3802
	71	3746	170	3835
	174	3746	262	3807
.	272	3738	300	3770
	381	3704	461	3854
	499	3751	588	3802
α	569	3714	619	3854
ρ	592	3714	690	3802
ε	699	3751	727	3807
ϐ	731	3751	774	3830
ί	783	3751	806	3844
ά	815	3751	875	3854
σ	880	3751	987	3811
α	939	3714	989	3854
ν	997	3751	1029	3807
	1033	3746	1103	3811
ἀ	1136	3751	1196	3839
υ	1205	3755	1242	3807
τ	1256	3746	1345	3854
ὸ	1309	3728	1346	3854
	1349	3728	1405	3807
λ	1433	3751	1493	3826
έ	1512	3751	1554	3849
	1554	3719	1642	3807
ν	1647	3751	1679	3807
	1688	3746	1767	3807
ς	1740	3719	1790	3849
.	1777	3738	2004	3849
μ	1913	3710	1963	3858
	1962	3710	2000	3858
ν	26	3575	63	3635
ο	71	3575	109	3631
	118	3556	170	3631
μ	206	3560	285	3631
ε	290	3575	318	3631
ϑ	322	3579	397	3676
ʼ	379	3560	397	3676
ἡ	416	3579	462	3672
μ	462	3560	601	3672
ῶ	544	3551	596	3672
	607	3551	657	3635
,	667	3560	857	3672
ὅ	736	3533	787	3686
τ	787	3533	851	3686
ε	850	3533	902	3686
	894	3537	1010	3640
ὸ	1025	3575	1066	3682
ς	1070	3560	1117	3635
ἑ	1140	3584	1177	3686
	1182	3584	1289	3644
έ	1298	3579	1336	3676
ρ	1336	3543	1368	3631
α	1377	3579	1437	3635
	1443	3556	1493	3635
	1521	3570	1647	3676
	1589	3556	1615	3676
	1647	3556	1698	3635
,	1707	3565	1842	3672
	1777	3539	1829	3690
κ	1874	3575	1925	3631
έ	1934	3570	2004	3676
	26	3389	146	3477
λ	87	3380	142	3487
ΐ	151	3403	183	3487
κ	188	3403	239	3459
ε	227	3380	282	3487
	249	3380	332	3459
ἡ	360	3403	406	3500
ἡ	434	3403	481	3500
μ	485	3389	560	3459
έ	573	3403	615	3500
ρ	615	3370	652	3459
α	662	3408	722	3463
.	727	3398	755	3425
	845	3356	922	3509
ἐ	945	3408	982	3496
ι	991	3408	1010	3459
σ	1029	3408	1085	3468
ῆ	1085	3408	1130	3505
λ	1130	3408	1186	3481
θ	1201	3408	1233	3496
ε	1247	3384	1336	3463
	1309	3384	1336	3505
	1421	3408	1477	3477
μ	1516	3393	1595	3463
	1604	3393	1670	3505
ν	1674	3408	1702	3463
α	1716	3408	1771	3468
ι	1781	3412	1799	3459
σ	1842	3408	1902	3472
	1897	3408	2004	3509
ἀ	26	3230	90	3333
υ	95	3236	133	3286
	137	3226	206	3296
ῖ	216	3230	253	3314
ς	258	3213	304	3292
,	309	3217	332	3258
	434	3180	504	3337
ἐ	532	3230	579	3324
	583	3198	731	3333
ε	736	3236	768	3286
τ	778	3236	829	3286
ο	838	3236	880	3292
	1060	3208	1136	3347
κ	1233	3236	1289	3292
α	1293	3236	1349	3292
	1344	3230	1396	3314
α	1400	3236	1456	3292
κ	1470	3230	1516	3286
λ	1521	3236	1586	3310
ϊ	1591	3230	1628	3314
θ	1632	3240	1670	3324
	1674	3230	1777	3333
	1781	3230	1874	3296
ἀ	1906	3236	1962	3333
υ	1967	3240	2009	3296
τ	26	3035	75	3161
ὸ	26	3035	123	3161
	133	3041	183	3119
μ	231	3045	294	3114
ε	304	3059	332	3114
	337	3059	397	3157
ἀ	466	3059	508	3157
υ	506	3022	572	3179
	513	3054	637	3166
λ	680	3063	740	3138
α	746	3063	806	3119
ϐ	806	3063	852	3142
ὼ	857	3063	922	3175
	922	3035	978	3119
	1033	3054	1126	3166
	1130	3041	1186	3119
ἄ	1233	3069	1289	3166
ρ	1293	3026	1336	3114
	1340	3059	1409	3125
	1415	3041	1470	3119
ἐ	1521	3059	1567	3152
υ	1572	3059	1674	3138
λ	1644	3031	1697	3157
ό	1679	3059	1730	3157
γ	1735	3035	1805	3119
η	1814	3059	1855	3119
σ	1861	3063	1944	3129
ε	1949	3041	2004	3119
	2074	3031	2100	3045
η	22	2832	105	2998
	26	2836	188	2994
κ	225	2887	277	2943
λ	277	2887	341	2962
ά	350	2883	406	2990
σ	411	2887	472	2952
α	444	2874	501	2990
ς	467	2874	573	2947
,	583	2874	708	2990
ἐ	731	2887	732	2985
π	731	2887	735	2985
ε	731	2887	764	2943
δ	768	2887	834	2985
ί	838	2891	862	2985
δ	871	2891	931	2985
	935	2891	978	2947
υ	987	2891	1025	2947
ἀ	1080	2887	1136	2980
υ	1140	2891	1177	2947
τ	1186	2887	1242	2947
ο	1247	2887	1289	2947
ῖ	1298	2891	1336	2971
ς	1340	2874	1377	2947
.	1387	2887	1415	2919
ἀ	1460	2891	1484	2980
υ	1488	2891	1526	2943
τ	1531	2887	1591	2943
ῶ	1595	2891	1656	2985
	1656	2864	1711	2947
	1735	2887	1823	2985
δ	1855	2891	1925	2985
ʼ	1907	2891	1925	2985
ἱ	1953	2878	2013	2966
	30	2692	133	2776
ο	142	2720	183	2776
ί	188	2715	216	2812
χ	221	2692	300	2780
θ	304	2715	341	2803
η	346	2715	388	2776
σ	397	2720	457	2785
α	448	2720	508	2771
	508	2692	560	2771
ὁ	583	2715	657	2818
ι	656	2715	657	2818
ὀ	722	2692	838	2827
φ	812	2692	861	2827
θ	847	2720	885	2808
α	894	2720	950	2776
λ	954	2724	1025	2799
μ	1019	2701	1098	2776
ὸ	1113	2715	1154	2822
ι	1158	2720	1177	2771
	1214	2715	1308	2812
ἐ	1331	2715	1456	2812
π	1420	2692	1480	2812
έ	1465	2715	1503	2812
γ	1512	2692	1572	2771
ν	1582	2715	1614	2776
ω	1623	2720	1683	2771
σ	1693	2715	1754	2785
α	1749	2715	1809	2776
	1809	2692	1865	2776
ἀ	1897	2720	1958	2818
υ	1962	2720	2009	2780
τ	35	2544	95	2599
ό	105	2544	155	2641
	155	2525	211	2604
.	216	2539	244	2572
	341	2497	409	2651
ἀ	439	2544	504	2632
υ	508	2548	551	2599
τ	560	2548	611	2599
ό	620	2548	671	2655
ς	671	2539	699	2599
ἄ	722	2520	852	2651
φ	816	2520	876	2651
	862	2544	963	2608
τ	969	2548	1029	2604
ο	1033	2548	1075	2608
ς	1080	2529	1126	2604
ἐ	1149	2548	1192	2636
	1196	2506	1345	2641
ε	1304	2506	1366	2641
τ	1353	2548	1443	2604
ο	1447	2544	1488	2599
ἀ	1537	2544	1586	2632
ϖ	1586	2548	1666	2645
ʼ	1635	2502	1672	2649
ἀ	1708	2539	1735	2632
υ	1739	2548	1777	2599
τ	1781	2544	1842	2599
ῶ	1846	2529	1911	2632
	1911	2525	1972	2608
.	1972	2544	2009	2576
ι	35	2321	193	2473
	127	2317	197	2483
	230	2376	304	2488
ι	293	2349	348	2488
π	313	2372	393	2428
ο	397	2372	439	2432
	444	2349	500	2432
	532	2334	643	2432
ὸ	657	2362	704	2473
ς	703	2353	750	2428
ἀ	774	2372	935	2473
	860	2349	915	2484
ή	945	2376	991	2469
λ	991	2376	1052	2450
ο	1057	2376	1098	2432
υ	1108	2376	1145	2432
ς	1154	2358	1196	2432
.	1201	2349	1535	2484
Ο	1279	2330	1333	2492
χ	1373	2330	1428	2492
ὶ	1427	2330	1482	2492
ἡ	1522	2330	1563	2492
κ	1572	2366	1623	2428
α	1628	2334	1730	2432
ρ	1711	2334	1752	2473
δ	1739	2372	1805	2465
ί	1809	2372	1837	2469
α	1842	2372	2013	2473
ἠ	1981	2330	2008	2492
μ	30	2186	114	2261
ῶ	118	2205	178	2297
	178	2177	234	2261
κ	267	2199	416	2278
	429	2199	472	2261
ο	454	2171	539	2306
	476	2171	648	2306
η	643	2205	685	2261
ῆ	708	2205	755	2316
	750	2177	802	2255
	829	2186	926	2316
ὑ	954	2205	1006	2302
μ	1006	2186	1085	2261
ῖ	1089	2205	1130	2288
	1130	2177	1182	2261
,	1192	2181	1220	2218
ὡ	1242	2199	1308	2302
ς	1317	2186	1363	2261
ἐ	1409	2199	1452	2293
λ	1456	2205	1521	2274
ά	1531	2186	1656	2302
λ	1598	2186	1657	2302
	1660	2199	1716	2261
ἡ	1763	2199	1809	2302
μ	1818	2181	1906	2261
ῖ	1902	2205	1944	2283
	1944	2171	2037	2265
	35	2014	142	2144
τ	165	2028	221	2083
ῇ	225	2004	272	2130
ὁ	294	2028	341	2126
δ	350	2028	416	2121
ῶ	425	2010	485	2116
,	489	2004	517	2047
	610	1976	680	2135
	718	2028	778	2135
ς	787	2010	829	2083
δ	862	2032	922	2126
ι	931	2032	950	2083
ή	963	2032	1015	2130
ν	1015	2032	1047	2093
ο	1052	2028	1122	2088
ι	1119	2000	1167	2130
γ	1136	2000	1201	2088
ε	1210	2028	1242	2088
	1247	2004	1303	2088
ἡ	1353	2028	1405	2126
μ	1409	2014	1484	2088
ῖ	1488	2028	1531	2111
	1531	2004	1586	2083
τ	1614	2028	1739	2130
ὰ	1744	2010	1790	2083
ς	1774	2010	1790	2130
	1842	2000	1949	2093
α	1953	2000	2037	2093
φ	30	1837	99	1931
ὰ	95	1801	151	1967
ς	105	1843	216	1958
;	225	1837	253	1898
	316	1805	372	1963
ἀ	427	1809	500	1954
ν	504	1856	536	1912
α	545	1856	601	1916
	607	1856	657	1916
ά	667	1856	722	1958
ν	731	1856	764	1912
	768	1851	847	1916
ς	852	1843	884	1916
ἀ	939	1847	982	1963
υ	991	1860	1025	1912
	1025	1828	1119	1954
τ	1145	1860	1201	1912
ῇ	1210	1828	1256	1958
ῶ	1280	1856	1345	1958
ρ	1349	1819	1391	1912
ᾳ	1386	1815	1436	1962
,	1396	1828	1484	1916
ὑ	1545	1856	1632	1958
	1594	1815	1656	1962
έ	1642	1856	1683	1954
	1683	1819	1786	1926
ε	1766	1815	1840	1962
ψ	1790	1828	1999	1948
α	1900	1815	1962	1962
	1962	1815	1999	1962
ἑ	30	1684	77	1777
ι	81	1689	99	1740
ς	114	1665	155	1744
ἱ	188	1684	221	1781
	225	1633	309	1759
	313	1689	369	1753
σ	374	1684	434	1749
α	442	1633	494	1781
λ	434	1684	555	1759
ὴ	564	1684	601	1781
μ	607	1665	712	1740
,	727	1680	819	1777
	793	1629	819	1785
	847	1689	899	1796
υ	890	1689	926	1740
ρ	926	1647	1015	1740
ο	1015	1661	1066	1740
σ	1094	1629	1177	1795
	1098	1684	1256	1749
η	1265	1684	1303	1740
θ	1312	1689	1349	1772
ρ	1359	1647	1396	1740
ο	1405	1684	1470	1740
ι	1484	1633	1540	1753
φ	1522	1629	1579	1795
	1531	1652	1767	1791
	1675	1629	1745	1795
ς	1767	1665	1814	1736
	1842	1680	1962	1796
ὺ	1912	1670	1962	1796
ς	1962	1670	2022	1744
ἔ	30	1508	81	1610
ρ	86	1480	118	1573
δ	123	1517	189	1610
ε	193	1513	225	1568
κ	234	1513	285	1568
α	290	1513	350	1573
,	356	1489	485	1605
	431	1471	484	1628
	513	1508	583	1573
ὺ	588	1513	634	1624
ς	634	1494	676	1568
σ	708	1508	871	1614
ἀ	903	1480	963	1596
υ	969	1480	1015	1568
	1015	1508	1089	1573
ῖ	1089	1508	1130	1592
ς	1136	1498	1177	1568
λ	1205	1513	1265	1586
ὲ	1275	1485	1317	1610
	1317	1475	1405	1573
ν	1415	1513	1443	1568
	1437	1508	1488	1592
α	1488	1513	1544	1573
	1554	1503	1576	1568
,	1582	1485	1754	1610
ὅ	1661	1471	1701	1628
τ	1700	1471	1740	1628
ι	1739	1471	1793	1628
ἠ	1790	1513	1837	1605
γ	1851	1485	1921	1568
έ	1930	1513	1967	1610
ρ	1967	1475	2009	1568
θ	26	1341	71	1433
η	77	1341	123	1397
ὁ	151	1345	193	1442
κ	234	1341	281	1391
ύ	285	1341	341	1447
ρ	337	1303	378	1397
ι	384	1341	406	1391
ο	420	1341	457	1391
ς	462	1322	504	1397
ὄ	527	1345	588	1452
ν	579	1322	620	1397
τ	620	1341	680	1397
ω	685	1341	746	1391
ς	750	1326	796	1397
,	806	1307	913	1433
	885	1299	925	1456
ὤ	950	1335	1019	1447
φ	1025	1313	1089	1406
θ	1098	1341	1136	1429
η	1140	1341	1182	1397
σ	1214	1345	1270	1406
ί	1270	1341	1298	1438
μ	1298	1307	1377	1397
ω	1387	1341	1447	1397
ν	1456	1341	1484	1397
ι	1493	1331	1554	1391
	1582	1285	1739	1442
ἀ	1763	1335	1823	1429
υ	1810	1335	1863	1452
τ	1827	1341	1930	1397
ο	1934	1341	1972	1397
ί	1985	1341	2018	1452
	26	1131	146	1280
η	151	1168	189	1224
γ	197	1140	313	1224
ο	283	1131	350	1280
	322	1164	425	1262
τ	429	1168	489	1219
ο	499	1136	551	1234
τ	569	1168	629	1224
ὰ	634	1168	699	1275
	731	1155	829	1275
τ	857	1168	918	1219
ῇ	926	1140	969	1262
ὀ	991	1168	1038	1266
δ	1047	1168	1108	1262
ῷ	1113	1150	1177	1257
,	1182	1136	1289	1257
	1264	1127	1305	1284
ὡ	1321	1168	1387	1271
ς	1391	1146	1433	1219
ἐ	1456	1146	1586	1257
γ	1552	1146	1606	1271
ν	1591	1164	1702	1271
ώ	1670	1146	1723	1271
	1707	1164	1805	1252
η	1809	1164	1851	1224
ἀ	1893	1164	1967	1252
υ	1972	1168	2018	1224
τ	26	992	90	1057
ο	90	1001	133	1057
ῖ	142	996	178	1080
ς	178	973	221	1048
,	225	979	350	1108
	309	955	350	1112
τ	384	996	439	1048
ῇ	444	964	489	1090
κ	523	992	639	1071
λ	610	992	664	1095
ά	648	992	708	1095
σ	708	996	764	1067
	764	992	815	1052
	847	992	969	1062
