Page,PageLine,PageLineImageFile,PageLineTextFile,StartBook,StartChapter,StartVerse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,greek1516_Page_002_Line18.gt.tif,greek1516_Page_002_Line18.gt.txt,Mat,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,greek1516_Page_002_Line19.gt.tif,greek1516_Page_002_Line19.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,greek1516_Page_002_Line20.gt.tif,greek1516_Page_002_Line20.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,greek1516_Page_002_Line21.gt.tif,greek1516_Page_002_Line21.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,greek1516_Page_002_Line22.gt.tif,greek1516_Page_002_Line22.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,greek1516_Page_002_Line23.gt.tif,greek1516_Page_002_Line23.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,greek1516_Page_002_Line24.gt.tif,greek1516_Page_002_Line24.gt.txt,Mat,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,25,greek1516_Page_002_Line25.gt.tif,greek1516_Page_002_Line25.gt.txt,Mat,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,26,greek1516_Page_002_Line26.gt.tif,greek1516_Page_002_Line26.gt.txt,Mat,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,27,greek1516_Page_002_Line27.gt.tif,greek1516_Page_002_Line27.gt.txt,Mat,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,greek1516_Page_002_Line28.gt.tif,greek1516_Page_002_Line28.gt.txt,Mat,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,greek1516_Page_002_Line29.gt.tif,greek1516_Page_002_Line29.gt.txt,Mat,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,30,greek1516_Page_002_Line30.gt.tif,greek1516_Page_002_Line30.gt.txt,Mat,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31,greek1516_Page_002_Line31.gt.tif,greek1516_Page_002_Line31.gt.txt,Mat,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,32,greek1516_Page_002_Line32.gt.tif,greek1516_Page_002_Line32.gt.txt,Mat,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,33,greek1516_Page_002_Line33.gt.tif,greek1516_Page_002_Line33.gt.txt,Mat,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,34,greek1516_Page_002_Line34.gt.tif,greek1516_Page_002_Line34.gt.txt,Mat,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35,greek1516_Page_002_Line35.gt.tif,greek1516_Page_002_Line35.gt.txt,Mat,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,greek1516_Page_002_Line36.gt.tif,greek1516_Page_002_Line36.gt.txt,Mat,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37,greek1516_Page_002_Line37.gt.tif,greek1516_Page_002_Line37.gt.txt,Mat,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38,greek1516_Page_002_Line38.gt.tif,greek1516_Page_002_Line38.gt.txt,Mat,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39,greek1516_Page_002_Line39.gt.tif,greek1516_Page_002_Line39.gt.txt,Mat,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,40,greek1516_Page_002_Line40.gt.tif,greek1516_Page_002_Line40.gt.txt,Mat,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,greek1516_Page_003_Line1.gt.tif,greek1516_Page_002_Line2.gt.txt,Mat,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,greek1516_Page_003_Line2.gt.tif,greek1516_Page_003_Line2.gt.txt,Mat,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,greek1516_Page_003_Line3.gt.tif,greek1516_Page_003_Line3.gt.txt,Mat,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,greek1516_Page_003_Line4.gt.tif,greek1516_Page_003_Line4.gt.txt,Mat,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,greek1516_Page_003_Line5.gt.tif,greek1516_Page_003_Line5.gt.txt,Mat,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,greek1516_Page_003_Line6.gt.tif,greek1516_Page_003_Line6.gt.txt,Mat,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,greek1516_Page_003_Line7.gt.tif,greek1516_Page_003_Line7.gt.txt,Mat,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,greek1516_Page_003_Line8.gt.tif,greek1516_Page_003_Line8.gt.txt,Mat,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,greek1516_Page_003_Line9.gt.tif,greek1516_Page_003_Line9.gt.txt,Mat,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,greek1516_Page_003_Line10.gt.tif,greek1516_Page_003_Line10.gt.txt,Mat,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,greek1516_Page_003_Line11.gt.tif,greek1516_Page_003_Line11.gt.txt,Mat,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,greek1516_Page_003_Line12.gt.tif,greek1516_Page_003_Line12.gt.txt,Mat,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,greek1516_Page_003_Line13.gt.tif,greek1516_Page_003_Line13.gt.txt,Mat,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,greek1516_Page_003_Line14.gt.tif,greek1516_Page_003_Line14.gt.txt,Mat,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,greek1516_Page_003_Line15.gt.tif,greek1516_Page_003_Line15.gt.txt,Mat,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,greek1516_Page_003_Line16.gt.tif,greek1516_Page_003_Line16.gt.txt,Mat,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,greek1516_Page_003_Line17.gt.tif,greek1516_Page_003_Line17.gt.txt,Mat,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,greek1516_Page_003_Line18.gt.tif,greek1516_Page_003_Line18.gt.txt,Mat,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,greek1516_Page_003_Line19.gt.tif,greek1516_Page_003_Line19.gt.txt,Mat,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,greek1516_Page_003_Line20.gt.tif,greek1516_Page_003_Line20.gt.txt,Mat,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,greek1516_Page_003_Line21.gt.tif,greek1516_Page_003_Line21.gt.txt,Mat,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,greek1516_Page_003_Line22.gt.tif,greek1516_Page_003_Line22.gt.txt,Mat,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,greek1516_Page_003_Line23.gt.tif,greek1516_Page_003_Line23.gt.txt,Mat,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,greek1516_Page_003_Line24.gt.tif,greek1516_Page_003_Line24.gt.txt,Mat,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,greek1516_Page_003_Line25.gt.tif,greek1516_Page_003_Line25.gt.txt,Mat,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,26,greek1516_Page_003_Line26.gt.tif,greek1516_Page_003_Line26.gt.txt,Mat,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,greek1516_Page_003_Line27.gt.tif,greek1516_Page_003_Line27.gt.txt,Mat,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,28,greek1516_Page_003_Line28.gt.tif,greek1516_Page_003_Line28.gt.txt,Mat,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,29,greek1516_Page_003_Line29.gt.tif,greek1516_Page_003_Line29.gt.txt,Mat,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,greek1516_Page_003_Line30.gt.tif,greek1516_Page_003_Line30.gt.txt,Mat,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,31,greek1516_Page_003_Line31.gt.tif,greek1516_Page_003_Line31.gt.txt,Mat,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32,greek1516_Page_003_Line32.gt.tif,greek1516_Page_003_Line32.gt.txt,Mat,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,greek1516_Page_003_Line33.gt.tif,greek1516_Page_003_Line33.gt.txt,Mat,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,34,greek1516_Page_003_Line34.gt.tif,greek1516_Page_003_Line34.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,35,greek1516_Page_003_Line35.gt.tif,greek1516_Page_003_Line35.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,36,greek1516_Page_003_Line36.gt.tif,greek1516_Page_003_Line36.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,37,greek1516_Page_003_Line37.gt.tif,greek1516_Page_003_Line37.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38,greek1516_Page_003_Line38.gt.tif,greek1516_Page_003_Line38.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,39,greek1516_Page_003_Line39.gt.tif,greek1516_Page_003_Line39.gt.txt,Mat,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,greek1516_Page_003_Line40.gt.tif,greek1516_Page_003_Line40.gt.txt,Mat,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,greek1516_Page_004_Line1.gt.tif,greek1516_Page_004_Line1.gt.txt,Mat,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,greek1516_Page_004_Line2.gt.tif,greek1516_Page_004_Line2.gt.txt,Mat,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,greek1516_Page_004_Line3.gt.tif,greek1516_Page_004_Line3.gt.txt,Mat,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,greek1516_Page_004_Line4.gt.tif,greek1516_Page_004_Line4.gt.txt,Mat,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,greek1516_Page_004_Line5.gt.tif,greek1516_Page_004_Line5.gt.txt,Mat,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6,greek1516_Page_004_Line6.gt.tif,greek1516_Page_004_Line6.gt.txt,Mat,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7,greek1516_Page_004_Line7.gt.tif,greek1516_Page_004_Line7.gt.txt,Mat,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,greek1516_Page_004_Line8.gt.tif,greek1516_Page_004_Line8.gt.txt,Mat,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9,greek1516_Page_004_Line9.gt.tif,greek1516_Page_004_Line9.gt.txt,Mat,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,greek1516_Page_004_Line10.gt.tif,greek1516_Page_004_Line10.gt.txt,Mat,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,greek1516_Page_004_Line11.gt.tif,greek1516_Page_004_Line11.gt.txt,Mat,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,greek1516_Page_004_Line12.gt.tif,greek1516_Page_004_Line12.gt.txt,Mat,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,greek1516_Page_004_Line13.gt.tif,greek1516_Page_004_Line13.gt.txt,Mat,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,greek1516_Page_004_Line14.gt.tif,greek1516_Page_004_Line14.gt.txt,Mat,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,greek1516_Page_004_Line15.gt.tif,greek1516_Page_004_Line15.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,greek1516_Page_004_Line16.gt.tif,greek1516_Page_004_Line16.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,greek1516_Page_004_Line17.gt.tif,greek1516_Page_004_Line17.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18,greek1516_Page_004_Line18.gt.tif,greek1516_Page_004_Line18.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19,greek1516_Page_004_Line19.gt.tif,greek1516_Page_004_Line19.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,greek1516_Page_004_Line20.gt.tif,greek1516_Page_004_Line20.gt.txt,Mat,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21,greek1516_Page_004_Line21.gt.tif,greek1516_Page_004_Line21.gt.txt,Mat,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,greek1516_Page_004_Line22.gt.tif,greek1516_Page_004_Line22.gt.txt,Mat,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,greek1516_Page_004_Line23.gt.tif,greek1516_Page_004_Line23.gt.txt,Mat,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24,greek1516_Page_004_Line24.gt.tif,greek1516_Page_004_Line24.gt.txt,Mat,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25,greek1516_Page_004_Line25.gt.tif,greek1516_Page_004_Line25.gt.txt,Mat,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,greek1516_Page_004_Line26.gt.tif,greek1516_Page_004_Line26.gt.txt,Mat,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,greek1516_Page_004_Line27.gt.tif,greek1516_Page_004_Line27.gt.txt,Mat,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28,greek1516_Page_004_Line28.gt.tif,greek1516_Page_004_Line28.gt.txt,Mat,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29,greek1516_Page_004_Line29.gt.tif,greek1516_Page_004_Line29.gt.txt,Mat,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,greek1516_Page_004_Line30.gt.tif,greek1516_Page_004_Line30.gt.txt,Mat,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31,greek1516_Page_004_Line31.gt.tif,greek1516_Page_004_Line31.gt.txt,Mat,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,32,greek1516_Page_004_Line32.gt.tif,greek1516_Page_004_Line32.gt.txt,Mat,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33,greek1516_Page_004_Line33.gt.tif,greek1516_Page_004_Line33.gt.txt,Mat,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34,greek1516_Page_004_Line34.gt.tif,greek1516_Page_004_Line34.gt.txt,Mat,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35,greek1516_Page_004_Line35.gt.tif,greek1516_Page_004_Line35.gt.txt,Mat,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,36,greek1516_Page_004_Line36.gt.tif,greek1516_Page_004_Line36.gt.txt,Mat,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,37,greek1516_Page_004_Line37.gt.tif,greek1516_Page_004_Line37.gt.txt,Mat,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,38,greek1516_Page_004_Line38.gt.tif,greek1516_Page_004_Line38.gt.txt,Mat,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,39,greek1516_Page_004_Line39.gt.tif,greek1516_Page_004_Line39.gt.txt,Mat,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40,greek1516_Page_004_Line40.gt.tif,greek1516_Page_004_Line40.gt.txt,Mat,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,greek1516_Page_005_Line1.gt.tif,greek1516_Page_005_Line1.gt.txt,Mat,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,greek1516_Page_005_Line2.gt.tif,greek1516_Page_005_Line2.gt.txt,Mat,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,greek1516_Page_005_Line3.gt.tif,greek1516_Page_005_Line3.gt.txt,Mat,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,greek1516_Page_005_Line4.gt.tif,greek1516_Page_005_Line4.gt.txt,Mat,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,greek1516_Page_005_Line5.gt.tif,greek1516_Page_005_Line5.gt.txt,Mat,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,greek1516_Page_005_Line6.gt.tif,greek1516_Page_005_Line6.gt.txt,Mat,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,greek1516_Page_005_Line7.gt.tif,greek1516_Page_005_Line7.gt.txt,Mat,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,greek1516_Page_005_Line8.gt.tif,greek1516_Page_005_Line8.gt.txt,Mat,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
